# t[days] u g r i z y J H K
0.20202 -10.644 -10.495 -10.975 -9.275 -9.107 -8.856 -7.321 -7.282 -6.039 
0.40404 -13.246 -13.658 -13.387 -13.795 -14.145 -14.281 -13.754 -12.750 -12.243 
0.60606 -13.444 -13.862 -14.298 -14.558 -14.703 -14.499 -14.274 -13.261 -13.226 
0.80808 -13.405 -13.976 -14.514 -14.861 -15.078 -15.011 -14.632 -14.008 -13.920 
1.01010 -13.013 -13.970 -14.396 -14.874 -15.101 -15.134 -14.920 -14.403 -13.982 
1.21212 -12.621 -13.628 -14.431 -14.885 -15.051 -15.126 -14.956 -14.572 -14.106 
1.41414 -12.036 -13.260 -14.203 -14.848 -15.160 -15.012 -15.047 -14.679 -14.331 
1.61616 -11.629 -12.974 -13.936 -14.716 -15.046 -15.089 -14.978 -14.878 -14.552 
1.81818 -11.075 -12.612 -13.760 -14.668 -14.883 -14.976 -15.029 -14.776 -14.641 
2.02020 -10.730 -12.202 -13.521 -14.387 -14.877 -15.017 -14.925 -14.877 -14.769 
2.22222 -10.347 -11.791 -13.225 -14.165 -14.708 -14.806 -14.933 -14.863 -14.606 
2.42424 -9.851 -11.406 -13.023 -13.975 -14.504 -14.616 -14.822 -14.947 -14.675 
2.62626 -9.393 -11.127 -12.511 -13.791 -14.407 -14.571 -14.801 -14.792 -14.567 
2.82828 -9.026 -10.805 -12.280 -13.597 -14.258 -14.448 -14.613 -14.859 -14.668 
3.03030 -8.686 -10.469 -12.186 -13.393 -14.066 -14.438 -14.513 -14.691 -14.672 
3.23232 -8.339 -9.859 -11.737 -13.196 -13.850 -14.114 -14.427 -14.598 -14.640 
3.43434 -7.992 -9.651 -11.563 -13.052 -13.710 -14.027 -14.403 -14.588 -14.763 
3.63636 -7.617 -9.292 -11.328 -12.814 -13.622 -13.971 -14.349 -14.533 -14.596 
3.83838 -7.255 -9.026 -11.115 -12.565 -13.479 -13.739 -14.214 -14.486 -14.643 
4.04040 -6.934 -8.741 -10.851 -12.306 -13.285 -13.608 -14.104 -14.468 -14.588 
4.24242 -6.561 -8.574 -10.675 -12.203 -13.177 -13.480 -14.012 -14.387 -14.599 
4.44444 -6.220 -8.278 -10.523 -12.134 -13.005 -13.432 -13.981 -14.372 -14.493 
4.64646 -5.914 -7.724 -10.205 -11.874 -12.743 -13.218 -13.825 -14.237 -14.424 
4.84848 -5.600 -7.749 -10.022 -11.672 -12.632 -13.146 -13.732 -14.254 -14.414 
5.05051 -5.313 -7.532 -9.636 -11.590 -12.538 -12.894 -13.590 -14.162 -14.362 
5.25253 -5.044 -7.110 -9.475 -11.367 -12.375 -12.864 -13.466 -14.048 -14.227 
5.45455 -4.735 -6.696 -9.438 -11.206 -12.322 -12.715 -13.426 -13.936 -14.242 
5.65657 -4.497 -6.545 -9.170 -11.017 -12.070 -12.582 -13.332 -13.858 -14.154 
5.85859 -4.195 -6.234 -8.998 -10.839 -11.949 -12.444 -13.146 -13.782 -14.071 
6.06061 -3.922 -6.527 -8.648 -10.636 -11.698 -12.275 -13.070 -13.660 -14.000 
6.26263 -3.646 -5.881 -8.496 -10.405 -11.504 -12.142 -12.928 -13.542 -13.992 
6.46465 -3.832 -5.468 -8.045 -10.309 -11.441 -11.928 -12.805 -13.455 -13.847 
6.66667 -3.964 -5.146 -7.761 -10.127 -11.404 -11.865 -12.712 -13.391 -13.810 
6.86869 -2.953 -4.885 -7.613 -9.950 -11.199 -11.675 -12.555 -13.329 -13.796 
7.07071 -2.689 -4.763 -7.557 -9.801 -10.988 -11.623 -12.513 -13.203 -13.653 
7.27273 -2.558 -4.885 -7.715 -9.719 -10.879 -11.456 -12.350 -13.115 -13.616 
7.47475 -2.143 -4.353 -7.003 -9.547 -10.868 -11.366 -12.231 -13.015 -13.521 
7.67677 -1.919 -4.341 -7.195 -9.303 -10.885 -11.331 -12.193 -12.877 -13.397 
7.87879 -1.656 -4.369 -6.943 -9.354 -10.488 -11.168 -11.996 -12.807 -13.313 
8.08081 -1.356 -3.768 -6.676 -9.107 -10.355 -10.945 -11.980 -12.689 -13.296 
