# t[days] u g r i z y J H K
0.20202 -10.998 -12.913 -12.362 -12.038 -9.868 -11.731 -8.462 -4.272 -3.892 
0.40404 -14.443 -15.056 -15.464 -15.146 -14.799 -14.837 -14.367 -13.109 -13.283 
0.60606 -14.815 -15.880 -16.361 -16.238 -15.941 -15.865 -15.387 -14.608 -14.097 
0.80808 -14.696 -15.993 -16.608 -16.515 -16.248 -16.156 -15.935 -15.437 -15.051 
1.01010 -14.506 -15.884 -16.594 -16.618 -16.388 -16.244 -15.884 -15.431 -14.907 
1.21212 -14.205 -15.827 -16.513 -16.577 -16.431 -16.205 -15.965 -15.566 -15.164 
1.41414 -13.804 -15.570 -16.342 -16.502 -16.339 -16.198 -15.989 -15.613 -15.309 
1.61616 -13.486 -15.339 -16.133 -16.301 -16.335 -16.217 -15.881 -15.612 -15.199 
1.81818 -13.078 -15.100 -15.901 -16.116 -16.164 -16.037 -15.833 -15.581 -15.262 
2.02020 -12.633 -14.820 -15.646 -15.892 -15.986 -15.931 -15.698 -15.492 -15.014 
2.22222 -12.260 -14.496 -15.382 -15.725 -15.763 -15.697 -15.554 -15.356 -15.045 
2.42424 -11.798 -14.139 -15.080 -15.471 -15.596 -15.530 -15.412 -15.260 -14.868 
2.62626 -11.448 -13.829 -14.832 -15.196 -15.346 -15.376 -15.318 -15.189 -14.899 
2.82828 -10.962 -13.565 -14.551 -14.948 -15.148 -15.131 -15.107 -15.024 -14.735 
3.03030 -10.601 -13.247 -14.304 -14.757 -14.972 -15.038 -14.982 -14.858 -14.579 
3.23232 -10.229 -12.952 -14.030 -14.564 -14.744 -14.830 -14.825 -14.839 -14.653 
3.43434 -9.799 -12.641 -13.818 -14.314 -14.587 -14.630 -14.664 -14.654 -14.429 
3.63636 -9.505 -12.396 -13.511 -14.145 -14.375 -14.497 -14.489 -14.505 -14.405 
3.83838 -9.196 -12.085 -13.361 -13.971 -14.223 -14.243 -14.395 -14.372 -14.352 
4.04040 -8.791 -11.929 -13.121 -13.749 -14.015 -14.067 -14.195 -14.244 -14.215 
4.24242 -8.739 -11.639 -12.918 -13.535 -13.802 -13.942 -14.045 -14.192 -14.134 
4.44444 -8.161 -11.412 -12.700 -13.349 -13.668 -13.797 -13.930 -14.094 -14.135 
4.64646 -7.933 -11.193 -12.560 -13.193 -13.521 -13.602 -13.808 -14.000 -14.010 
4.84848 -7.797 -10.909 -12.369 -13.071 -13.340 -13.450 -13.706 -13.903 -13.989 
5.05051 -7.369 -10.700 -12.173 -12.863 -13.233 -13.350 -13.586 -13.805 -13.816 
5.25253 -6.969 -10.323 -11.875 -12.693 -13.009 -13.219 -13.464 -13.707 -13.814 
5.45455 -6.896 -10.285 -11.768 -12.548 -12.911 -13.111 -13.285 -13.646 -13.780 
5.65657 -6.506 -10.005 -11.640 -12.428 -12.784 -12.955 -13.249 -13.541 -13.762 
5.85859 -6.312 -9.850 -11.489 -12.310 -12.629 -12.769 -13.134 -13.459 -13.674 
6.06061 -5.803 -9.617 -11.255 -12.153 -12.572 -12.766 -13.030 -13.399 -13.574 
6.26263 -5.665 -9.365 -11.033 -11.975 -12.411 -12.608 -12.934 -13.298 -13.560 
6.46465 -5.196 -9.118 -10.955 -11.922 -12.280 -12.462 -12.846 -13.227 -13.405 
6.66667 -4.812 -8.944 -10.630 -11.735 -12.187 -12.472 -12.813 -13.181 -13.437 
6.86869 -4.574 -8.698 -10.635 -11.591 -12.069 -12.276 -12.737 -13.103 -13.348 
7.07071 -4.329 -8.407 -10.339 -11.479 -11.962 -12.304 -12.630 -13.045 -13.293 
7.27273 -4.057 -8.249 -10.228 -11.344 -11.935 -12.023 -12.574 -12.929 -13.263 
7.47475 -3.615 -8.219 -10.070 -11.225 -11.752 -12.006 -12.447 -12.964 -13.156 
7.67677 -3.821 -7.914 -9.879 -11.080 -11.747 -11.885 -12.322 -12.816 -13.155 
7.87879 -2.337 -7.557 -9.803 -10.896 -11.512 -11.851 -12.242 -12.728 -13.082 
8.08081 -2.502 -7.385 -9.504 -10.767 -11.427 -11.689 -12.189 -12.681 -12.998 
8.28283 -2.288 -7.145 -9.485 -10.649 -11.329 -11.504 -12.079 -12.653 -12.955 
8.48485 -2.536 -7.057 -9.280 -10.484 -11.221 -11.483 -12.017 -12.511 -12.859 
8.68687 -1.593 -6.722 -9.141 -10.482 -11.119 -11.291 -11.922 -12.484 -12.843 
8.88889 -0.238 -6.580 -8.995 -10.313 -10.943 -11.367 -11.849 -12.448 -12.766 
9.09091 0.113 -6.082 -8.823 -10.187 -10.821 -11.133 -11.747 -12.302 -12.765 
9.29293 0.371 -6.193 -8.689 -10.090 -10.771 -11.052 -11.658 -12.259 -12.653 
9.49495 -0.822 -5.851 -8.499 -9.970 -10.660 -10.882 -11.545 -12.232 -12.637 
9.69697 0.616 -5.576 -8.294 -9.839 -10.521 -10.837 -11.492 -12.151 -12.604 
9.89899 -0.986 -5.565 -8.221 -9.690 -10.367 -10.638 -11.393 -12.069 -12.529 
10.10101 1.307 -4.963 -8.003 -9.618 -10.355 -10.650 -11.286 -11.966 -12.523 
10.30303 -0.706 -5.246 -7.911 -9.451 -10.174 -10.453 -11.151 -11.914 -12.326 
10.50505 1.996 -4.677 -7.902 -9.370 -10.055 -10.370 -11.110 -11.846 -12.303 
10.70707 2.067 -5.145 -7.757 -9.282 -9.987 -10.407 -11.122 -11.777 -12.282 
10.90909 -0.836 -4.715 -7.550 -9.092 -9.879 -10.257 -10.991 -11.747 -12.263 
11.11111 1.727 -4.782 -7.381 -9.101 -9.825 -10.239 -10.970 -11.698 -12.158 
11.31313 -1.011 -3.989 -7.366 -8.929 -9.767 -10.185 -10.862 -11.586 -12.067 
11.51515 3.095 -4.099 -7.154 -8.860 -9.629 -10.001 -10.726 -11.505 -12.066 
11.71717 2.978 -3.449 -7.037 -8.822 -9.560 -9.996 -10.642 -11.419 -11.995 
11.91919 1.519 -3.913 -7.057 -8.702 -9.431 -9.813 -10.587 -11.318 -11.946 
12.12121 1.238 -3.129 -6.762 -8.473 -9.205 -9.598 -10.404 -11.306 -11.898 
12.32323 2.526 -3.862 -6.670 -8.375 -9.290 -9.551 -10.447 -11.314 -11.914 
12.52525 2.187 -3.446 -6.639 -8.422 -9.171 -9.633 -10.424 -11.199 -11.824 
12.72727 1.584 -2.926 -6.449 -8.260 -9.075 -9.435 -10.287 -11.131 -11.790 
12.92929 3.193 -2.862 -6.284 -8.176 -9.039 -9.467 -10.206 -11.083 -11.741 
13.13131 4.746 -2.959 -5.969 -7.961 -8.850 -9.333 -10.133 -10.937 -11.676 
13.33333 4.671 -2.959 -6.058 -7.906 -8.745 -9.103 -10.089 -10.984 -11.590 
13.53535 2.889 -2.487 -5.940 -7.746 -8.656 -8.945 -9.964 -10.911 -11.549 
13.73737 4.627 -1.986 -6.025 -7.716 -8.584 -9.035 -9.916 -10.868 -11.524 
13.93939 5.257 -2.787 -5.498 -7.512 -8.521 -9.020 -9.842 -10.771 -11.517 
14.14141 4.651 -2.128 -5.676 -7.504 -8.574 -8.937 -9.828 -10.756 -11.477 
14.34343 4.917 -2.490 -5.689 -7.511 -8.607 -8.731 -9.762 -10.611 -11.334 
14.54545 5.972 -2.432 -5.536 -7.348 -8.279 -8.756 -9.579 -10.605 -11.306 
14.74747 4.677 -2.107 -5.604 -7.299 -8.239 -8.686 -9.635 -10.475 -11.228 
14.94949 5.305 -1.105 -5.486 -7.221 -8.123 -8.669 -9.592 -10.495 -11.225 
15.15152 6.563 -2.015 -5.278 -7.153 -8.251 -8.602 -9.464 -10.502 -11.189 
15.35354 6.610 -0.823 -5.296 -7.018 -8.093 -8.346 -9.352 -10.363 -11.083 
15.55556 7.204 -2.157 -5.111 -7.029 -7.997 -8.353 -9.340 -10.326 -11.061 
15.75758 7.885 -1.608 -4.697 -6.906 -7.921 -8.110 -9.298 -10.269 -11.036 
15.95960 7.039 -2.219 -4.994 -6.748 -7.953 -8.193 -9.122 -10.259 -10.983 
16.16162 8.768 -1.362 -4.832 -6.599 -7.832 -8.234 -9.140 -10.118 -10.959 
16.36364 7.349 -1.098 -4.756 -6.666 -7.556 -7.927 -9.051 -10.112 -10.911 
16.56566 5.615 -0.356 -4.478 -6.530 -7.485 -8.067 -9.040 -10.052 -10.903 
16.76768 5.681 -0.940 -4.875 -6.572 -7.533 -7.855 -8.921 -10.048 -10.872 
16.96970 6.613 -0.019 -4.478 -6.302 -7.317 -7.745 -8.884 -9.978 -10.698 
17.17172 7.466 -1.024 -4.253 -6.374 -7.313 -7.534 -8.860 -9.976 -10.709 
17.37374 7.887 -0.997 -4.254 -6.301 -7.488 -7.821 -8.763 -9.907 -10.575 
17.57576 5.438 -0.231 -4.014 -6.228 -7.194 -7.786 -8.735 -9.878 -10.668 
17.77778 9.250 -1.120 -4.172 -5.911 -7.259 -7.588 -8.781 -9.737 -10.639 
17.97980 8.159 0.526 -3.884 -6.085 -7.071 -7.586 -8.640 -9.721 -10.527 
18.18182 7.145 -0.824 -3.922 -6.021 -6.888 -7.623 -8.695 -9.655 -10.477 
18.38384 7.395 -0.823 -3.923 -6.018 -6.894 -7.428 -8.538 -9.727 -10.528 
18.58586 8.921 -0.357 -3.690 -5.707 -6.899 -7.087 -8.616 -9.560 -10.403 
18.78788 9.600 1.133 -3.411 -5.819 -6.795 -7.010 -8.492 -9.505 -10.325 
18.98990 7.930 0.526 -3.756 -5.706 -6.586 -7.224 -8.468 -9.363 -10.265 
19.19192 9.225 1.019 -2.901 -5.439 -6.496 -7.091 -8.182 -9.377 -10.174 
19.39394 8.923 1.078 -3.352 -5.313 -6.393 -6.975 -8.223 -9.318 -10.149 
