# t[days] u g r i z y J H K
0.20202 -10.626 -10.836 -9.596 -8.825 -8.354 -7.720 -6.997 -12.638 -5.779 
0.40404 -14.463 -14.769 -14.875 -14.504 -14.067 -13.461 -13.052 -14.331 -11.729 
0.60606 -14.580 -15.387 -15.590 -15.537 -15.617 -15.020 -15.278 -14.786 -13.258 
0.80808 -15.112 -15.819 -15.801 -15.980 -16.328 -16.188 -15.911 -15.109 -14.344 
1.01010 -15.024 -16.039 -16.500 -16.424 -16.703 -16.478 -16.041 -15.972 -15.665 
1.21212 -14.613 -15.935 -16.607 -16.643 -16.681 -16.618 -16.317 -16.102 -15.882 
1.41414 -14.123 -16.064 -16.534 -16.619 -16.695 -16.619 -16.553 -16.266 -16.076 
1.61616 -14.187 -15.879 -16.579 -16.695 -16.980 -16.863 -16.807 -16.656 -15.872 
1.81818 -13.846 -15.752 -16.517 -16.728 -16.922 -16.824 -16.782 -16.806 -16.610 
2.02020 -13.240 -15.563 -16.220 -16.611 -16.782 -16.825 -16.768 -16.665 -16.566 
2.22222 -13.071 -15.205 -16.012 -16.437 -16.771 -16.738 -16.873 -16.700 -16.705 
2.42424 -12.594 -14.915 -15.829 -16.274 -16.533 -16.674 -16.829 -16.738 -16.615 
2.62626 -12.200 -14.561 -15.696 -16.202 -16.459 -16.599 -16.776 -16.711 -16.524 
2.82828 -11.912 -14.447 -15.508 -16.032 -16.389 -16.595 -16.671 -16.418 -16.516 
3.03030 -11.830 -14.122 -15.077 -15.753 -16.094 -16.389 -16.477 -16.507 -16.314 
3.23232 -11.691 -13.910 -14.835 -15.430 -15.964 -16.117 -16.322 -16.407 -16.447 
3.43434 -11.510 -13.457 -14.715 -15.447 -15.854 -16.181 -16.255 -16.236 -16.408 
3.63636 -11.274 -13.358 -14.426 -15.189 -15.666 -16.074 -16.080 -16.219 -16.335 
3.83838 -11.097 -13.179 -14.399 -14.986 -15.499 -15.824 -15.984 -16.054 -16.236 
4.04040 -10.896 -12.977 -14.143 -14.872 -15.433 -15.803 -15.936 -16.143 -16.086 
4.24242 -10.773 -12.714 -13.998 -14.706 -15.250 -15.563 -15.765 -15.947 -16.016 
4.44444 -10.647 -12.613 -13.892 -14.574 -15.186 -15.443 -15.712 -15.888 -15.862 
4.64646 -10.507 -12.471 -13.621 -14.391 -15.109 -15.363 -15.710 -15.844 -16.014 
