# t[days] u g r i z y J H K
0.20202 163.593 117.555 18.593 nan nan nan nan nan nan 
0.40404 -12.876 -11.955 -11.915 -13.435 -13.581 -14.277 -12.793 -13.860 -11.949 
0.60606 -13.722 -13.666 -13.667 -14.363 -13.857 -14.337 -14.693 -14.116 -13.945 
0.80808 -14.275 -14.224 -14.684 -15.044 -15.360 -15.366 -15.349 -14.943 -14.190 
1.01010 -14.776 -14.710 -15.157 -15.472 -15.777 -15.826 -15.742 -14.995 -14.571 
1.21212 -14.852 -14.786 -15.076 -15.591 -15.862 -16.140 -15.886 -15.186 -14.791 
1.41414 -14.911 -14.958 -15.163 -15.677 -16.015 -16.197 -15.913 -15.385 -15.005 
1.61616 -14.699 -14.991 -15.272 -15.701 -16.098 -16.244 -15.893 -15.580 -14.937 
1.81818 -14.623 -15.060 -15.290 -15.705 -16.010 -16.132 -15.913 -15.443 -15.120 
2.02020 -14.466 -14.857 -15.307 -15.660 -16.004 -16.146 -16.005 -15.655 -15.261 
2.22222 -14.455 -14.817 -15.278 -15.667 -15.843 -16.073 -15.948 -15.678 -15.288 
2.42424 -14.309 -14.850 -15.237 -15.695 -16.035 -16.150 -16.062 -15.571 -15.127 
2.62626 -13.914 -14.622 -15.106 -15.564 -15.909 -16.160 -16.067 -15.706 -15.299 
2.82828 -13.860 -14.613 -15.188 -15.601 -15.978 -16.134 -16.060 -15.732 -15.401 
3.03030 -13.774 -14.509 -15.104 -15.585 -15.888 -16.144 -16.021 -15.767 -15.337 
3.23232 -13.548 -14.550 -15.106 -15.466 -15.921 -16.064 -16.074 -15.943 -15.581 
3.43434 -13.162 -14.239 -15.066 -15.552 -15.881 -16.162 -15.998 -15.786 -15.557 
3.63636 -13.033 -14.115 -14.925 -15.504 -15.872 -16.131 -16.120 -15.866 -15.600 
3.83838 -12.711 -14.103 -14.882 -15.445 -15.921 -16.118 -16.058 -15.970 -15.634 
4.04040 -12.870 -13.978 -14.788 -15.406 -15.808 -16.040 -16.094 -15.830 -15.752 
4.24242 -12.580 -13.939 -14.711 -15.328 -15.777 -15.980 -16.061 -15.934 -15.723 
4.44444 -12.034 -13.697 -14.600 -15.300 -15.716 -15.855 -16.005 -15.910 -15.753 
4.64646 -11.792 -13.361 -14.501 -15.196 -15.665 -15.828 -15.898 -15.898 -15.589 
4.84848 -11.715 -13.269 -14.381 -15.089 -15.550 -15.847 -15.967 -15.887 -15.638 
5.05051 -11.344 -13.049 -14.230 -15.063 -15.468 -15.748 -15.861 -15.818 -15.600 
5.25253 -11.192 -12.884 -14.084 -14.838 -15.436 -15.706 -15.849 -15.819 -15.640 
5.45455 -10.901 -12.671 -14.065 -14.771 -15.286 -15.601 -15.768 -15.728 -15.614 
5.65657 -10.611 -12.553 -13.880 -14.703 -15.239 -15.522 -15.735 -15.764 -15.641 
5.85859 -10.520 -12.303 -13.678 -14.568 -15.085 -15.448 -15.660 -15.683 -15.661 
6.06061 -9.863 -12.181 -13.473 -14.442 -14.974 -15.395 -15.680 -15.650 -15.531 
6.26263 -9.923 -11.899 -13.433 -14.405 -14.934 -15.289 -15.513 -15.657 -15.556 
6.46465 -9.268 -11.817 -13.090 -14.328 -14.901 -15.161 -15.455 -15.594 -15.516 
6.66667 -8.858 -11.518 -13.160 -14.232 -14.707 -15.136 -15.366 -15.457 -15.524 
6.86869 -9.188 -11.219 -13.116 -14.009 -14.655 -15.064 -15.375 -15.512 -15.491 
7.07071 -9.552 -11.115 -12.836 -13.885 -14.618 -14.940 -15.320 -15.432 -15.449 
7.27273 -8.567 -10.884 -12.523 -13.854 -14.479 -14.830 -15.148 -15.405 -15.328 
7.47475 -7.985 -10.651 -12.444 -13.647 -14.376 -14.774 -15.177 -15.226 -15.406 
7.67677 -7.933 -10.484 -12.319 -13.503 -14.173 -14.587 -15.133 -15.224 -15.386 
7.87879 -7.669 -10.079 -12.277 -13.314 -14.028 -14.508 -14.951 -15.190 -15.247 
8.08081 -7.391 -9.863 -11.902 -13.237 -14.016 -14.408 -14.825 -15.060 -15.193 
8.28283 -6.699 -9.928 -11.725 -13.208 -13.882 -14.375 -14.715 -15.083 -15.247 
8.48485 -6.830 -9.550 -11.630 -12.972 -13.729 -14.172 -14.699 -15.034 -15.183 
8.68687 -5.963 -9.645 -11.551 -12.852 -13.669 -14.208 -14.564 -14.935 -15.054 
8.88889 -6.240 -9.453 -11.348 -12.652 -13.630 -14.068 -14.555 -14.901 -14.993 
9.09091 -5.760 -9.428 -11.321 -12.755 -13.534 -13.931 -14.516 -14.837 -14.928 
9.29293 -5.581 -8.845 -11.151 -12.524 -13.405 -13.878 -14.344 -14.779 -14.961 
9.49495 -4.647 -8.724 -11.112 -12.429 -13.328 -13.762 -14.338 -14.757 -14.817 
9.69697 -4.996 -8.292 -10.825 -12.353 -13.142 -13.685 -14.285 -14.710 -14.906 
9.89899 -5.610 -7.961 -10.697 -12.037 -13.092 -13.506 -14.119 -14.629 -14.807 
10.10101 -5.070 -8.229 -10.489 -11.969 -12.955 -13.534 -14.069 -14.587 -14.762 
10.30303 -3.745 -7.868 -10.372 -12.002 -12.879 -13.434 -13.979 -14.430 -14.675 
10.50505 -5.107 -7.876 -10.072 -11.775 -12.689 -13.245 -13.954 -14.395 -14.672 
10.70707 -4.607 -8.003 -10.140 -11.741 -12.773 -13.228 -13.831 -14.321 -14.653 
10.90909 -4.600 -7.387 -9.839 -11.667 -12.615 -13.145 -13.781 -14.360 -14.480 
11.11111 -2.836 -6.912 -9.763 -11.499 -12.435 -13.007 -13.726 -14.221 -14.517 
11.31313 -4.604 -7.206 -9.607 -11.364 -12.374 -12.874 -13.652 -14.162 -14.404 
11.51515 -2.860 -6.748 -9.450 -11.207 -12.213 -12.903 -13.585 -14.154 -14.493 
11.71717 -2.497 -7.424 -9.377 -11.260 -12.136 -12.710 -13.526 -14.007 -14.417 
11.91919 -4.264 -6.424 -9.226 -10.983 -12.097 -12.776 -13.380 -13.988 -14.391 
12.12121 -4.350 -7.467 -9.278 -10.990 -12.088 -12.492 -13.384 -13.905 -14.316 
12.32323 -3.832 -6.166 -9.142 -10.762 -11.949 -12.514 -13.253 -13.911 -14.259 
12.52525 -2.118 -6.356 -8.765 -10.818 -11.882 -12.551 -13.235 -13.855 -14.216 
12.72727 -2.732 -6.080 -8.836 -10.746 -11.924 -12.368 -13.166 -13.821 -14.155 
12.92929 -4.683 -6.081 -8.567 -10.537 -11.808 -12.403 -13.101 -13.730 -14.134 
13.13131 -4.147 -6.291 -8.497 -10.585 -11.604 -12.285 -13.046 -13.697 -14.090 
13.33333 -3.765 -5.788 -8.302 -10.502 -11.605 -12.203 -13.040 -13.681 -14.019 
13.53535 -4.106 -5.518 -8.223 -10.327 -11.546 -12.005 -12.855 -13.628 -14.023 
13.73737 -3.932 -5.609 -8.064 -10.115 -11.394 -12.148 -12.876 -13.515 -14.025 
13.93939 -0.958 -5.352 -7.896 -10.092 -11.320 -11.903 -12.842 -13.521 -13.858 
14.14141 -4.134 -4.995 -7.746 -10.062 -11.279 -11.913 -12.749 -13.434 -13.865 
14.34343 -1.044 -5.038 -7.660 -9.811 -11.061 -11.859 -12.746 -13.440 -13.834 
14.54545 -0.904 -5.196 -7.601 -9.884 -11.038 -11.738 -12.573 -13.312 -13.898 
14.74747 -3.666 -6.085 -7.747 -9.871 -11.024 -11.830 -12.501 -13.301 -13.692 
