# t[days] u g r i z y J H K
0.20202 60.102 135.051 193.280 nan nan nan nan nan nan 
0.40404 -11.389 -11.710 -12.012 -13.227 -13.320 -12.196 -12.410 -12.820 -6.989 
0.60606 -13.855 -13.910 -14.213 -14.339 -14.636 -14.258 -14.443 -14.015 -13.534 
0.80808 -14.669 -14.189 -14.657 -15.037 -15.201 -15.420 -15.306 -14.807 -13.216 
1.01010 -14.646 -14.806 -15.040 -15.612 -15.730 -16.093 -15.466 -15.153 -15.321 
1.21212 -14.655 -15.170 -15.335 -15.733 -16.009 -16.379 -15.965 -15.212 -15.219 
1.41414 -14.903 -15.286 -15.630 -15.997 -16.356 -16.194 -16.264 -15.905 -15.396 
1.61616 -14.806 -15.168 -15.433 -15.844 -16.348 -16.367 -16.169 -15.513 -15.571 
1.81818 -14.543 -14.958 -15.322 -15.695 -16.051 -16.214 -16.029 -15.774 -15.165 
2.02020 -14.300 -14.845 -15.401 -15.904 -16.267 -16.330 -16.228 -15.877 -15.402 
2.22222 -14.146 -14.889 -15.173 -15.647 -16.180 -16.345 -16.149 -15.868 -15.629 
2.42424 -14.136 -14.703 -15.310 -15.690 -16.005 -16.237 -16.146 -15.832 -15.683 
2.62626 -14.109 -14.676 -15.252 -15.697 -16.031 -16.290 -16.235 -15.887 -15.449 
2.82828 -13.900 -14.550 -15.104 -15.721 -16.061 -16.175 -16.094 -15.980 -15.721 
3.03030 -13.506 -14.187 -14.972 -15.447 -15.860 -16.117 -16.066 -15.823 -15.567 
3.23232 -13.477 -14.266 -14.859 -15.413 -15.868 -16.079 -16.059 -15.794 -15.619 
3.43434 -13.125 -13.937 -14.835 -15.361 -15.804 -16.059 -16.036 -15.883 -15.695 
3.63636 -12.947 -14.022 -14.910 -15.360 -15.705 -15.976 -15.945 -15.835 -15.658 
3.83838 -12.849 -13.908 -14.799 -15.316 -15.711 -15.882 -15.971 -15.908 -15.688 
4.04040 -12.667 -13.745 -14.574 -15.240 -15.628 -15.993 -15.986 -15.810 -15.629 
4.24242 -12.468 -13.790 -14.505 -15.202 -15.631 -15.860 -15.920 -15.805 -15.627 
4.44444 -12.545 -13.546 -14.328 -15.089 -15.521 -15.749 -15.869 -15.780 -15.612 
4.64646 -11.867 -13.349 -14.270 -15.018 -15.375 -15.670 -15.752 -15.698 -15.580 
4.84848 -11.639 -13.166 -14.090 -14.992 -15.397 -15.591 -15.708 -15.758 -15.588 
5.05051 -11.104 -12.929 -14.071 -14.802 -15.299 -15.575 -15.773 -15.721 -15.504 
