# t[days] u g r i z y J H K
0.20202 138.742 135.195 nan nan nan nan nan nan nan 
0.40404 -12.068 -11.114 -12.156 -12.877 -12.870 -11.246 -13.034 -13.269 -9.082 
0.60606 -12.884 -13.469 -13.405 -13.486 -13.661 -13.492 -13.458 -11.253 -9.625 
0.80808 -13.413 -13.608 -13.760 -13.830 -13.826 -13.554 -13.324 -12.875 -11.188 
1.01010 -13.477 -13.820 -13.898 -13.884 -13.874 -13.800 -13.563 -12.420 -12.926 
1.21212 -13.427 -13.639 -13.653 -13.786 -13.882 -13.626 -13.325 -12.758 -13.023 
1.41414 -13.189 -13.465 -13.689 -13.770 -13.922 -13.811 -13.411 -13.154 -12.321 
1.61616 -13.174 -13.478 -13.782 -14.052 -13.794 -13.860 -13.695 -13.517 -12.400 
1.81818 -12.846 -13.373 -13.655 -13.972 -13.946 -13.933 -13.897 -13.614 -12.992 
2.02020 -12.567 -13.229 -13.638 -13.880 -14.017 -14.017 -13.664 -13.584 -12.918 
2.22222 -12.376 -13.007 -13.533 -13.861 -14.000 -14.161 -13.951 -13.826 -13.277 
2.42424 -11.993 -12.734 -13.350 -13.882 -13.849 -13.897 -13.908 -13.758 -13.459 
2.62626 -11.692 -12.528 -13.169 -13.770 -13.844 -13.882 -13.839 -13.966 -13.447 
2.82828 -11.262 -12.368 -13.113 -13.674 -13.761 -13.804 -13.851 -13.894 -13.571 
3.03030 -11.091 -12.096 -12.908 -13.503 -13.707 -13.855 -13.862 -13.974 -13.719 
3.23232 -10.636 -11.725 -12.749 -13.415 -13.781 -13.806 -14.000 -13.811 -13.516 
3.43434 -10.379 -11.575 -12.567 -13.215 -13.628 -13.752 -13.983 -13.831 -13.638 
3.63636 -10.036 -11.439 -12.139 -12.994 -13.626 -13.714 -13.901 -13.845 -13.839 
3.83838 -9.728 -11.101 -12.041 -12.899 -13.504 -13.618 -13.762 -13.780 -13.689 
4.04040 -9.451 -10.766 -11.954 -12.826 -13.152 -13.541 -13.747 -13.831 -13.821 
4.24242 -9.121 -10.594 -11.764 -12.637 -13.160 -13.326 -13.843 -13.858 -13.793 
4.44444 -8.780 -10.130 -11.513 -12.624 -12.975 -13.229 -13.816 -13.976 -13.671 
4.64646 -8.497 -10.014 -11.358 -12.457 -13.025 -13.232 -13.716 -13.846 -13.869 
4.84848 -8.157 -9.765 -11.073 -12.404 -12.724 -13.225 -13.602 -13.923 -13.827 
5.05051 -7.862 -9.615 -10.894 -12.100 -12.846 -12.983 -13.523 -13.805 -13.920 
5.25253 -7.559 -9.146 -10.639 -12.011 -12.665 -12.952 -13.427 -13.774 -13.923 
5.45455 -7.247 -8.959 -10.596 -11.688 -12.325 -12.743 -13.370 -13.704 -13.985 
5.65657 -6.929 -8.521 -10.208 -11.684 -12.436 -12.690 -13.325 -13.657 -13.748 
5.85859 -6.636 -8.445 -9.802 -11.392 -12.313 -12.551 -13.390 -13.571 -13.997 
6.06061 -6.327 -7.962 -9.636 -11.148 -12.008 -12.564 -13.310 -13.634 -13.834 
6.26263 -6.056 -7.852 -9.598 -10.924 -11.895 -12.330 -12.928 -13.642 -13.853 
