# t[days] u g r i z y J H K
0.20202 14.221 3.332 9.465 4.449 5.810 nan nan nan nan 
0.40404 -12.304 -12.647 -13.403 -14.104 -14.577 -14.468 -14.299 -13.184 -13.058 
0.60606 -13.653 -13.789 -14.442 -14.849 -15.133 -15.453 -14.829 -14.455 -13.953 
0.80808 -14.080 -14.348 -14.690 -15.276 -15.581 -15.567 -15.353 -14.901 -14.330 
1.01010 -14.065 -14.536 -14.913 -15.261 -15.620 -15.701 -15.323 -14.911 -14.320 
1.21212 -14.037 -14.511 -14.941 -15.344 -15.525 -15.788 -15.422 -15.132 -14.560 
1.41414 -13.971 -14.518 -14.877 -15.384 -15.667 -15.716 -15.524 -15.157 -14.853 
1.61616 -13.728 -14.379 -14.915 -15.438 -15.621 -15.803 -15.635 -15.313 -14.848 
1.81818 -13.547 -14.398 -14.909 -15.420 -15.662 -15.764 -15.545 -15.312 -14.917 
2.02020 -13.353 -14.273 -14.904 -15.400 -15.692 -15.745 -15.611 -15.328 -14.893 
2.22222 -13.066 -14.165 -14.774 -15.354 -15.685 -15.802 -15.619 -15.364 -15.065 
2.42424 -12.635 -13.959 -14.667 -15.265 -15.588 -15.682 -15.592 -15.372 -14.986 
2.62626 -12.452 -13.716 -14.567 -15.195 -15.524 -15.702 -15.583 -15.304 -15.091 
2.82828 -12.163 -13.556 -14.434 -15.078 -15.396 -15.518 -15.528 -15.283 -15.127 
3.03030 -11.552 -13.202 -14.221 -14.912 -15.318 -15.430 -15.380 -15.280 -14.999 
3.23232 -11.320 -13.022 -14.050 -14.746 -15.154 -15.304 -15.289 -15.221 -14.996 
3.43434 -10.912 -12.724 -13.882 -14.624 -15.032 -15.140 -15.175 -15.218 -14.971 
3.63636 -10.315 -12.518 -13.676 -14.410 -14.846 -15.011 -15.082 -15.077 -14.908 
3.83838 -10.292 -12.211 -13.428 -14.218 -14.680 -14.916 -15.000 -14.957 -14.871 
4.04040 -10.168 -11.860 -13.183 -14.070 -14.490 -14.745 -14.860 -14.928 -14.838 
4.24242 -9.383 -11.521 -12.981 -13.894 -14.384 -14.585 -14.719 -14.812 -14.749 
4.44444 -8.416 -11.276 -12.717 -13.748 -14.166 -14.355 -14.596 -14.764 -14.612 
4.64646 -8.397 -10.911 -12.524 -13.484 -13.982 -14.240 -14.497 -14.624 -14.583 
