# t[days] u g r i z y J H K
0.20202 99.374 138.853 47.655 41.405 nan nan nan nan nan 
0.40404 -11.064 -11.172 -12.418 -13.365 -11.415 -11.576 -12.821 -8.528 -12.989 
0.60606 -13.080 -13.147 -13.147 -13.186 -13.083 -13.846 -13.248 -11.801 -12.524 
0.80808 -13.223 -13.636 -13.672 -13.871 -13.898 -13.521 -13.210 -12.217 -11.963 
1.01010 -13.575 -13.736 -13.814 -13.875 -13.874 -13.783 -13.392 -12.513 -12.275 
1.21212 -13.399 -13.564 -13.610 -13.742 -13.598 -13.645 -13.234 -12.993 -12.283 
1.41414 -13.193 -13.439 -13.619 -13.782 -13.712 -13.675 -13.392 -12.845 -12.059 
1.61616 -12.908 -13.323 -13.630 -13.965 -13.761 -13.725 -13.476 -13.060 -12.466 
1.81818 -12.636 -13.218 -13.535 -13.794 -13.891 -13.701 -13.501 -13.461 -12.853 
2.02020 -12.444 -12.998 -13.371 -13.818 -13.826 -13.833 -13.750 -13.295 -13.040 
2.22222 -12.127 -12.825 -13.376 -13.840 -13.855 -13.902 -13.811 -13.468 -12.974 
2.42424 -11.917 -12.669 -13.307 -13.706 -13.860 -13.997 -13.782 -13.427 -13.332 
2.62626 -11.475 -12.417 -13.159 -13.592 -13.750 -13.876 -13.974 -13.659 -13.274 
2.82828 -11.252 -12.284 -12.956 -13.610 -13.841 -13.911 -13.825 -13.676 -13.492 
3.03030 -10.873 -11.891 -12.782 -13.374 -13.662 -13.701 -13.810 -13.720 -13.527 
3.23232 -10.501 -11.684 -12.712 -13.400 -13.637 -13.741 -13.832 -13.836 -13.402 
3.43434 -10.300 -11.501 -12.510 -13.202 -13.614 -13.742 -13.862 -13.929 -13.645 
3.63636 -9.850 -11.209 -12.182 -13.045 -13.447 -13.592 -13.883 -13.927 -13.922 
3.83838 -9.443 -11.043 -12.104 -12.956 -13.386 -13.608 -13.767 -13.933 -13.760 
4.04040 -9.166 -10.788 -11.995 -12.871 -13.421 -13.478 -13.714 -13.853 -13.927 
4.24242 -8.813 -10.291 -11.619 -12.593 -13.131 -13.377 -13.637 -13.833 -13.696 
4.44444 -8.579 -10.084 -11.370 -12.536 -13.013 -13.244 -13.634 -13.738 -13.841 
4.64646 -8.217 -9.852 -11.344 -12.238 -12.819 -13.179 -13.675 -13.804 -13.813 
4.84848 -7.864 -9.485 -10.995 -12.145 -12.821 -13.118 -13.542 -13.832 -14.015 
5.05051 -7.485 -9.101 -10.876 -12.059 -12.724 -13.060 -13.638 -13.767 -13.866 
5.25253 -7.209 -8.853 -10.491 -11.929 -12.736 -12.824 -13.426 -13.815 -13.662 
5.45455 -6.863 -8.670 -10.410 -11.806 -12.560 -12.798 -13.353 -13.758 -13.746 
5.65657 -6.508 -8.300 -9.959 -11.482 -12.463 -12.621 -13.234 -13.681 -13.850 
5.85859 -6.165 -8.155 -10.128 -11.568 -12.313 -12.637 -13.266 -13.619 -13.900 
6.06061 -5.860 -7.947 -9.613 -11.278 -12.203 -12.378 -13.268 -13.708 -13.782 
6.26263 -5.536 -7.636 -9.559 -11.049 -11.942 -12.396 -13.035 -13.633 -13.868 
6.46465 -5.245 -7.252 -9.011 -10.874 -11.705 -12.266 -12.950 -13.440 -13.800 
6.66667 -4.873 -6.936 -8.934 -10.639 -11.492 -12.052 -12.790 -13.491 -13.612 
6.86869 -4.552 -6.787 -8.762 -10.701 -11.420 -12.107 -12.779 -13.455 -13.750 
7.07071 -4.205 -6.357 -8.648 -10.501 -11.242 -11.848 -12.891 -13.190 -13.699 
7.27273 -3.915 -6.029 -8.466 -10.216 -11.318 -11.609 -12.553 -13.173 -13.609 
7.47475 -3.549 -6.270 -8.224 -10.240 -10.923 -11.671 -12.642 -13.332 -13.518 
7.67677 -3.333 -5.716 -7.904 -9.910 -10.930 -11.346 -12.500 -13.202 -13.433 
7.87879 -4.503 -5.237 -7.509 -9.770 -10.967 -11.246 -12.363 -13.117 -13.455 
8.08081 -2.583 -5.330 -7.382 -9.486 -10.800 -11.311 -12.245 -13.109 -13.495 
8.28283 -2.369 -4.787 -7.447 -9.213 -10.399 -11.106 -12.192 -12.998 -13.428 
8.48485 -1.980 -4.710 -6.934 -9.107 -10.323 -10.886 -12.183 -12.867 -13.331 
8.68687 -1.750 -4.223 -6.536 -8.941 -10.415 -10.867 -11.930 -12.904 -13.303 
8.88889 -1.385 -4.192 -6.665 -8.839 -10.244 -10.766 -11.822 -12.758 -13.255 
9.09091 -1.109 -3.814 -6.398 -8.498 -9.849 -10.718 -11.840 -12.658 -13.229 
9.29293 -0.969 -3.568 -6.106 -8.912 -10.223 -10.339 -11.714 -12.659 -13.081 
9.49495 -0.494 -3.228 -5.814 -8.538 -9.538 -10.340 -11.651 -12.584 -13.019 
9.69697 -0.191 -3.531 -5.240 -8.096 -9.323 -10.104 -11.420 -12.634 -13.060 
9.89899 -0.117 -3.044 -5.370 -8.141 -9.267 -9.910 -11.396 -12.332 -12.999 
10.10101 0.393 -2.591 -5.048 -7.734 -9.665 -9.975 -11.410 -12.315 -13.016 
10.30303 0.497 -2.515 -5.136 -7.496 -8.868 -9.601 -11.202 -12.309 -12.877 
10.50505 0.956 -2.083 -4.803 -7.386 -8.878 -9.736 -10.966 -12.155 -12.915 
10.70707 1.249 -1.816 -4.252 -7.618 -8.784 -9.498 -11.111 -12.088 -12.823 
10.90909 0.442 -1.629 -4.852 -7.007 -8.684 -9.721 -10.887 -12.134 -12.777 
11.11111 -3.535 -1.523 -4.380 -8.120 -8.932 -9.496 -10.847 -12.094 -12.704 
11.31313 2.347 -3.246 -3.858 -6.907 -8.729 -9.168 -10.785 -11.915 -12.615 
11.51515 1.375 -1.150 -4.464 -6.852 -8.247 -9.041 -10.602 -11.846 -12.583 
