# t[days] u g r i z y J H K
0.20202 -9.417 -9.421 -10.140 -10.501 -7.676 -6.999 -5.583 -9.539 2.162 
0.40404 -13.050 -12.589 -13.086 -11.871 -12.471 -12.748 -12.075 -12.234 -11.794 
0.60606 -13.078 -13.499 -13.690 -14.794 -15.094 -14.597 -14.041 -13.322 -11.651 
0.80808 -13.603 -14.033 -14.724 -15.109 -14.725 -14.925 -14.962 -14.482 -13.720 
1.01010 -13.365 -14.253 -14.906 -15.500 -15.608 -15.414 -15.371 -14.895 -14.524 
1.21212 -13.436 -14.232 -15.080 -15.402 -15.750 -15.765 -15.531 -14.966 -14.797 
1.41414 -12.755 -13.730 -14.667 -15.606 -15.750 -15.802 -15.535 -15.573 -14.298 
1.61616 -12.348 -13.559 -14.498 -15.230 -15.532 -15.592 -15.491 -15.462 -14.952 
1.81818 -12.077 -13.044 -14.290 -15.085 -15.393 -15.451 -15.471 -15.148 -14.832 
2.02020 -11.887 -12.878 -13.728 -14.713 -15.147 -15.359 -15.108 -15.327 -14.859 
2.22222 -11.784 -12.582 -13.664 -14.288 -14.812 -15.056 -15.116 -15.100 -15.180 
2.42424 -11.593 -12.191 -13.131 -14.263 -14.884 -15.048 -15.231 -15.069 -14.881 
2.62626 -11.426 -11.966 -12.848 -14.114 -14.581 -14.871 -14.841 -14.985 -14.741 
2.82828 -11.240 -11.818 -12.731 -13.928 -14.471 -14.667 -14.776 -14.877 -14.730 
3.03030 -11.059 -11.766 -12.485 -13.625 -14.395 -14.636 -14.785 -14.899 -14.473 
3.23232 -10.903 -11.322 -12.150 -13.332 -14.261 -14.281 -14.502 -14.765 -14.534 
3.43434 -10.707 -11.131 -12.141 -13.284 -14.110 -14.405 -14.533 -14.679 -14.616 
3.63636 -10.515 -11.072 -11.947 -13.331 -14.070 -14.292 -14.483 -14.709 -14.576 
3.83838 -10.348 -10.828 -11.942 -13.195 -13.764 -14.220 -14.436 -14.662 -14.518 
4.04040 -10.135 -10.890 -11.920 -13.108 -13.854 -14.166 -14.390 -14.540 -14.782 
4.24242 -9.951 -10.685 -11.490 -12.884 -13.734 -14.048 -14.339 -14.405 -14.567 
4.44444 -9.781 -10.461 -11.528 -12.848 -13.708 -13.985 -14.480 -14.490 -14.624 
4.64646 -9.613 -10.466 -11.391 -12.718 -13.609 -13.891 -14.168 -14.377 -14.490 
4.84848 -9.399 -10.393 -11.528 -12.766 -13.564 -13.942 -14.198 -14.365 -14.516 
5.05051 -9.247 -10.245 -11.044 -12.647 -13.418 -13.753 -14.086 -14.310 -14.300 
5.25253 -9.070 -10.042 -11.177 -12.525 -13.342 -13.747 -14.066 -14.368 -14.493 
5.45455 -8.873 -9.923 -11.025 -12.285 -13.209 -13.623 -13.932 -14.239 -14.351 
5.65657 -8.808 -9.837 -10.935 -12.320 -13.237 -13.455 -13.982 -14.158 -14.492 
5.85859 -8.547 -9.723 -11.032 -12.177 -13.067 -13.468 -13.904 -14.332 -14.442 
6.06061 -8.402 -9.683 -10.978 -12.058 -13.087 -13.297 -13.719 -14.129 -14.165 
6.26263 -8.321 -9.557 -10.638 -12.059 -12.968 -13.276 -13.689 -13.923 -14.249 
6.46465 -7.997 -9.259 -10.742 -12.023 -12.869 -13.323 -13.684 -13.955 -14.185 
6.66667 -7.875 -9.177 -10.346 -11.944 -12.914 -13.285 -13.550 -13.897 -14.083 
6.86869 -7.667 -8.892 -10.261 -11.804 -12.661 -13.160 -13.461 -13.939 -14.024 
7.07071 -7.647 -8.801 -10.244 -11.616 -12.618 -13.127 -13.436 -13.842 -14.052 
7.27273 -7.404 -8.576 -9.989 -11.690 -12.586 -13.018 -13.441 -13.737 -13.878 
7.47475 -7.183 -8.675 -10.016 -11.504 -12.610 -12.957 -13.316 -13.635 -13.992 
7.67677 -7.018 -8.600 -9.977 -11.491 -12.516 -12.932 -13.337 -13.571 -13.896 
7.87879 -6.797 -8.184 -9.827 -11.424 -12.359 -12.863 -13.237 -13.486 -13.934 
8.08081 -6.651 -8.045 -9.704 -11.448 -12.282 -12.729 -13.160 -13.547 -13.675 
8.28283 -6.512 -7.879 -9.531 -11.243 -12.377 -12.708 -13.123 -13.435 -13.883 
8.48485 -6.362 -7.743 -9.556 -11.068 -12.266 -12.622 -12.980 -13.350 -13.703 
8.68687 -6.133 -7.803 -9.709 -11.059 -12.010 -12.460 -12.967 -13.309 -13.651 
8.88889 -5.931 -7.782 -9.396 -11.213 -12.065 -12.462 -12.980 -13.344 -13.593 
9.09091 -5.769 -7.360 -9.258 -10.932 -12.030 -12.408 -12.822 -13.281 -13.553 
9.29293 -5.643 -7.248 -9.141 -10.898 -11.956 -12.299 -12.784 -13.174 -13.557 
9.49495 -5.657 -7.021 -8.981 -10.807 -11.790 -12.279 -12.838 -13.172 -13.455 
9.69697 -5.290 -6.898 -8.932 -10.613 -11.720 -12.264 -12.663 -13.124 -13.370 
9.89899 -5.129 -6.876 -8.772 -10.604 -11.634 -12.173 -12.557 -12.991 -13.396 
10.10101 -4.970 -6.784 -8.601 -10.435 -11.679 -12.133 -12.597 -13.078 -13.291 
10.30303 -4.823 -6.476 -8.581 -10.446 -11.516 -12.040 -12.484 -12.896 -13.172 
10.50505 -4.705 -6.296 -8.623 -10.330 -11.525 -11.965 -12.436 -12.805 -13.181 
10.70707 -4.557 -6.239 -8.496 -10.200 -11.482 -11.879 -12.421 -12.875 -13.111 
10.90909 -4.432 -6.049 -8.348 -10.216 -11.255 -11.869 -12.335 -12.775 -13.066 
11.11111 -4.332 -5.916 -8.173 -10.037 -11.264 -11.776 -12.366 -12.749 -13.092 
11.31313 -4.153 -5.973 -7.966 -10.119 -11.214 -11.771 -12.294 -12.727 -12.865 
11.51515 -4.030 -6.187 -8.080 -9.940 -11.211 -11.613 -12.178 -12.698 -12.936 
11.71717 -3.890 -5.643 -7.994 -9.910 -11.066 -11.685 -12.143 -12.579 -12.921 
11.91919 -3.864 -5.826 -7.684 -9.675 -11.028 -11.565 -12.062 -12.535 -12.905 
12.12121 -3.667 -5.399 -7.649 -9.759 -10.881 -11.483 -12.055 -12.480 -12.862 
12.32323 -3.476 -5.175 -7.609 -9.649 -10.842 -11.461 -12.038 -12.519 -12.768 
