# t[days] u g r i z y J H K
0.20202 51.629 84.793 nan nan nan nan nan nan nan 
0.40404 -11.837 -12.470 -12.835 -12.547 -12.396 -13.134 -12.343 -11.956 -10.595 
0.60606 -12.848 -13.210 -13.926 -13.942 -14.134 -13.960 -13.630 -12.364 -12.810 
0.80808 -13.381 -13.709 -13.931 -14.569 -14.544 -14.362 -13.986 -13.809 -13.327 
1.01010 -13.877 -14.355 -14.538 -14.936 -15.219 -14.886 -14.429 -14.193 -14.291 
1.21212 -13.645 -14.054 -14.691 -14.826 -14.878 -14.967 -14.470 -14.356 -14.218 
1.41414 -13.300 -13.914 -14.396 -14.910 -15.090 -14.962 -14.812 -14.555 -13.827 
1.61616 -12.886 -13.660 -14.063 -14.653 -14.786 -14.947 -14.836 -14.530 -14.195 
1.81818 -12.588 -13.213 -13.952 -14.448 -14.625 -14.755 -14.508 -14.296 -13.760 
2.02020 -12.197 -12.975 -13.902 -14.442 -14.499 -14.578 -14.667 -14.314 -13.821 
2.22222 -11.816 -12.858 -13.412 -14.250 -14.505 -14.579 -14.496 -14.319 -13.986 
2.42424 -11.573 -12.400 -13.259 -13.952 -14.277 -14.362 -14.608 -14.274 -14.026 
2.62626 -11.291 -12.145 -12.984 -13.816 -14.153 -14.203 -14.348 -14.472 -13.969 
2.82828 -10.942 -11.921 -12.784 -13.650 -14.087 -14.195 -14.343 -14.179 -14.108 
3.03030 -10.853 -11.490 -12.712 -13.339 -13.788 -14.093 -14.299 -14.331 -14.041 
3.23232 -10.430 -11.122 -12.264 -13.240 -13.790 -13.870 -14.251 -14.083 -13.863 
3.43434 -10.216 -10.911 -11.852 -12.921 -13.448 -13.682 -14.076 -14.076 -14.146 
3.63636 -9.962 -10.593 -11.657 -12.914 -13.341 -13.602 -13.950 -13.919 -14.250 
3.83838 -9.749 -10.467 -11.441 -12.653 -13.289 -13.527 -13.899 -14.123 -13.918 
4.04040 -9.513 -10.343 -11.191 -12.398 -13.053 -13.195 -13.804 -13.954 -13.992 
4.24242 -9.312 -10.017 -11.021 -12.183 -12.794 -13.201 -13.618 -13.935 -13.906 
4.44444 -9.107 -9.815 -10.994 -12.126 -12.770 -13.001 -13.572 -14.012 -13.893 
4.64646 -8.925 -9.624 -10.548 -11.928 -12.615 -12.843 -13.392 -13.857 -13.972 
4.84848 -8.726 -9.632 -10.293 -11.528 -12.481 -12.673 -13.371 -13.611 -14.059 
5.05051 -8.524 -9.261 -10.086 -11.515 -12.150 -12.615 -13.203 -13.534 -13.731 
5.25253 -8.340 -9.081 -9.908 -11.167 -12.234 -12.586 -13.344 -13.647 -13.788 
5.45455 -8.154 -8.941 -9.722 -11.180 -11.990 -12.372 -13.187 -13.440 -13.818 
5.65657 -7.965 -8.706 -9.436 -10.892 -11.814 -12.133 -12.885 -13.289 -13.696 
5.85859 -7.769 -8.567 -9.363 -10.786 -11.750 -12.206 -12.879 -13.455 -13.612 
6.06061 -7.587 -8.389 -9.068 -10.615 -11.841 -11.875 -12.799 -13.305 -13.532 
6.26263 -7.386 -8.210 -9.050 -10.403 -11.420 -12.131 -12.820 -13.289 -13.627 
6.46465 -7.164 -8.054 -9.148 -10.238 -11.299 -11.721 -12.578 -13.435 -13.569 
6.66667 -6.997 -7.851 -8.538 -10.189 -11.149 -11.695 -12.542 -13.063 -13.352 
6.86869 -6.767 -7.699 -8.540 -10.113 -11.167 -11.654 -12.360 -13.059 -13.467 
7.07071 -6.552 -7.506 -8.270 -9.909 -10.918 -11.514 -12.394 -12.974 -13.349 
7.27273 -6.372 -7.406 -8.105 -9.605 -10.781 -11.297 -12.227 -12.956 -13.247 
7.47475 -6.158 -7.186 -8.069 -9.531 -10.729 -11.273 -12.108 -12.904 -13.495 
7.67677 -5.986 -6.982 -7.714 -9.796 -10.665 -10.990 -12.205 -12.997 -13.401 
7.87879 -5.806 -6.824 -7.934 -9.358 -10.813 -11.088 -12.024 -12.778 -13.093 
8.08081 -5.622 -6.668 -7.433 -9.284 -10.500 -11.033 -11.860 -12.722 -13.178 
