# t[days] u g r i z y J H K
0.20202 146.986 135.120 248.651 nan nan nan nan nan nan 
0.40404 -10.206 -11.171 -10.648 -12.478 -13.191 -12.011 -11.774 -13.020 -14.576 
0.60606 -12.837 -12.987 -13.775 -14.836 -14.035 -15.110 -14.348 -14.154 -12.560 
0.80808 -14.695 -14.166 -14.572 -15.220 -15.506 -15.628 -15.240 -14.971 -15.147 
1.01010 -14.896 -14.502 -14.577 -15.473 -15.772 -16.072 -15.600 -15.514 -14.454 
1.21212 -14.777 -14.903 -15.335 -15.684 -15.796 -16.248 -16.026 -15.358 -15.036 
1.41414 -14.787 -14.941 -15.063 -15.712 -15.830 -16.114 -15.818 -15.292 -15.075 
1.61616 -15.178 -15.063 -15.347 -15.897 -16.080 -16.304 -16.135 -15.558 -15.431 
1.81818 -14.892 -15.145 -15.466 -15.821 -16.090 -16.249 -15.964 -15.549 -15.606 
2.02020 -14.733 -15.128 -15.532 -15.830 -16.159 -16.255 -16.144 -15.910 -15.474 
2.22222 -14.666 -15.066 -15.466 -15.939 -16.140 -16.270 -16.072 -15.816 -15.484 
2.42424 -14.949 -15.141 -15.373 -15.746 -16.163 -16.215 -16.107 -15.702 -15.356 
2.62626 -14.719 -14.962 -15.392 -15.772 -16.171 -16.269 -16.150 -15.859 -15.353 
2.82828 -14.570 -14.858 -15.383 -15.786 -16.057 -16.188 -16.123 -15.839 -15.548 
3.03030 -14.222 -14.891 -15.268 -15.731 -16.065 -16.282 -16.093 -15.809 -15.538 
3.23232 -14.204 -14.946 -15.498 -15.828 -16.169 -16.311 -16.088 -15.932 -15.528 
3.43434 -14.096 -14.754 -15.290 -15.769 -16.025 -16.277 -16.210 -15.900 -15.795 
3.63636 -13.784 -14.616 -15.306 -15.680 -16.019 -16.172 -16.195 -15.995 -15.597 
3.83838 -13.673 -14.512 -15.161 -15.677 -16.051 -16.293 -16.176 -16.036 -15.921 
4.04040 -13.645 -14.432 -15.162 -15.695 -16.100 -16.213 -16.173 -16.030 -15.617 
