# t[days] u g r i z y J H K
0.20202 35.025 28.633 65.308 nan nan nan nan nan nan 
0.40404 -11.218 -11.663 -12.621 -12.853 -12.684 -13.626 -10.469 -10.135 -7.148 
0.60606 -12.642 -13.153 -13.244 -13.537 -13.795 -13.354 -13.028 -10.855 -11.186 
0.80808 -13.479 -13.551 -13.642 -13.958 -14.315 -13.984 -13.131 -12.187 -12.828 
1.01010 -13.443 -13.579 -13.760 -13.909 -13.838 -14.047 -13.417 -13.336 -12.911 
1.21212 -13.346 -13.442 -13.696 -13.998 -14.011 -13.896 -13.352 -12.908 -12.775 
1.41414 -13.104 -13.438 -13.622 -14.017 -13.866 -13.898 -13.640 -13.163 -12.856 
1.61616 -12.885 -13.295 -13.678 -13.998 -14.154 -13.996 -13.920 -13.403 -13.191 
1.81818 -12.588 -13.094 -13.615 -13.939 -14.116 -13.937 -13.920 -13.474 -12.999 
2.02020 -12.356 -12.963 -13.433 -14.004 -14.044 -14.036 -13.844 -13.766 -13.060 
2.22222 -11.910 -12.708 -13.410 -13.884 -14.019 -14.028 -13.834 -13.648 -13.394 
2.42424 -11.566 -12.481 -13.254 -13.864 -13.971 -14.028 -14.048 -13.648 -13.614 
2.62626 -11.201 -12.197 -13.015 -13.676 -13.974 -13.893 -13.986 -13.846 -13.565 
2.82828 -10.791 -11.928 -12.861 -13.591 -13.947 -13.896 -14.028 -13.910 -13.803 
3.03030 -10.565 -11.815 -12.707 -13.401 -13.695 -13.910 -13.899 -13.789 -13.706 
3.23232 -10.137 -11.369 -12.410 -13.157 -13.642 -13.875 -13.868 -13.822 -13.579 
3.43434 -9.767 -11.083 -12.287 -13.008 -13.554 -13.684 -13.820 -13.792 -13.619 
3.63636 -9.518 -10.938 -11.981 -13.219 -13.382 -13.640 -13.996 -13.910 -13.611 
3.83838 -9.162 -10.511 -11.813 -12.727 -13.319 -13.558 -13.791 -13.902 -13.747 
4.04040 -8.821 -10.341 -11.756 -12.644 -13.026 -13.450 -13.701 -14.076 -13.884 
4.24242 -8.522 -9.887 -11.331 -12.506 -12.946 -13.281 -13.658 -13.932 -13.886 
4.44444 -8.259 -9.708 -11.183 -12.330 -13.058 -13.182 -13.709 -13.927 -13.841 
4.64646 -7.848 -9.290 -10.754 -12.083 -12.767 -13.063 -13.467 -13.834 -13.858 
4.84848 -7.552 -9.386 -10.771 -12.048 -12.580 -12.840 -13.655 -13.804 -13.825 
5.05051 -7.273 -8.715 -10.444 -11.798 -12.580 -12.934 -13.430 -13.784 -13.904 
5.25253 -7.225 -8.497 -10.119 -11.669 -12.341 -12.822 -13.305 -13.681 -13.770 
5.45455 -6.600 -8.203 -9.813 -11.468 -12.068 -12.616 -13.243 -13.533 -13.863 
5.65657 -6.272 -7.870 -10.016 -11.181 -12.000 -12.414 -13.197 -13.585 -13.595 
5.85859 -5.969 -7.677 -9.893 -11.082 -11.783 -12.365 -13.088 -13.521 -13.744 
6.06061 -5.691 -7.791 -9.207 -11.034 -11.729 -12.122 -12.901 -13.410 -13.633 
6.26263 -5.411 -7.235 -8.989 -10.775 -11.671 -12.096 -12.775 -13.437 -13.769 
6.46465 -5.160 -6.781 -8.912 -10.659 -11.549 -11.883 -12.847 -13.247 -13.481 
6.66667 -4.888 -6.791 -8.265 -10.266 -11.305 -11.715 -12.680 -13.252 -13.537 
6.86869 -4.631 -6.355 -8.054 -9.991 -11.021 -11.741 -12.683 -13.294 -13.357 
7.07071 -4.422 -6.166 -8.050 -9.776 -10.919 -11.362 -12.478 -13.202 -13.364 
7.27273 -4.159 -5.864 -7.868 -9.979 -10.905 -11.347 -12.396 -13.019 -13.340 
7.47475 -3.919 -5.633 -7.455 -9.644 -10.769 -11.292 -12.286 -13.056 -13.229 
7.67677 -3.696 -5.700 -7.045 -9.106 -10.475 -11.151 -12.207 -12.968 -13.426 
7.87879 -3.478 -5.210 -7.032 -9.290 -10.601 -11.239 -12.046 -12.920 -13.411 
8.08081 -3.214 -4.991 -7.150 -9.226 -10.402 -10.994 -11.979 -12.806 -13.142 
8.28283 -2.999 -4.910 -6.644 -9.321 -10.019 -10.777 -11.834 -12.797 -13.051 
