# t[days] u g r i z y J H K
0.20202 23.104 46.936 8.141 7.629 nan nan nan nan nan 
0.40404 -12.933 -13.120 -13.403 -13.163 -13.195 -13.042 -12.586 -11.709 -9.633 
0.60606 -12.775 -13.107 -13.430 -13.481 -13.684 -13.496 -12.720 -12.492 -10.774 
0.80808 -13.152 -13.248 -13.391 -13.902 -13.806 -13.830 -13.530 -12.884 -12.137 
1.01010 -12.977 -13.304 -13.627 -13.838 -13.974 -13.821 -13.417 -13.236 -12.488 
1.21212 -12.651 -13.237 -13.654 -13.984 -13.900 -13.834 -13.685 -13.380 -12.909 
1.41414 -12.466 -12.985 -13.519 -13.916 -13.990 -13.842 -13.907 -13.474 -13.234 
1.61616 -11.985 -12.824 -13.396 -13.842 -14.036 -14.021 -13.809 -13.476 -13.092 
1.81818 -11.573 -12.586 -13.267 -13.791 -14.084 -14.046 -13.914 -13.677 -13.080 
2.02020 -11.102 -12.329 -13.007 -13.564 -13.814 -13.884 -13.910 -13.879 -13.341 
2.22222 -10.660 -12.033 -12.883 -13.516 -13.842 -13.915 -13.908 -13.762 -13.569 
2.42424 -10.341 -11.610 -12.566 -13.466 -13.742 -13.760 -13.760 -13.787 -13.573 
2.62626 -9.904 -11.151 -12.501 -13.234 -13.601 -13.884 -13.886 -13.758 -13.729 
2.82828 -9.589 -10.758 -12.004 -13.069 -13.566 -13.609 -13.819 -13.864 -13.708 
3.03030 -8.868 -10.725 -11.992 -12.940 -13.478 -13.569 -13.743 -13.840 -13.627 
3.23232 -8.405 -10.144 -11.580 -12.620 -13.237 -13.390 -13.671 -13.688 -13.657 
3.43434 -7.971 -9.779 -11.331 -12.635 -13.088 -13.370 -13.666 -13.812 -13.564 
3.63636 -7.558 -9.284 -11.040 -12.368 -12.904 -13.186 -13.565 -13.741 -13.722 
3.83838 -7.233 -8.960 -10.908 -12.201 -12.730 -12.965 -13.445 -13.654 -13.558 
4.04040 -6.886 -8.542 -10.449 -11.875 -12.541 -12.725 -13.279 -13.541 -13.508 
4.24242 -6.348 -8.242 -10.377 -11.613 -12.303 -12.708 -13.235 -13.442 -13.614 
4.44444 -5.937 -8.136 -10.104 -11.596 -12.185 -12.483 -13.105 -13.497 -13.584 
4.64646 -5.540 -7.351 -9.626 -11.244 -12.117 -12.358 -12.991 -13.360 -13.414 
4.84848 -5.182 -6.986 -9.401 -11.132 -11.927 -12.148 -12.947 -13.271 -13.503 
5.05051 -4.866 -6.751 -9.242 -10.811 -11.726 -12.121 -12.805 -13.314 -13.422 
5.25253 -4.495 -6.224 -8.690 -10.540 -11.506 -12.082 -12.685 -13.189 -13.321 
5.45455 -4.238 -6.333 -8.735 -10.509 -11.453 -11.780 -12.551 -13.127 -13.251 
5.65657 -3.883 -5.913 -8.156 -10.224 -11.222 -11.647 -12.467 -12.899 -13.240 
5.85859 -3.612 -5.856 -7.943 -9.997 -11.080 -11.451 -12.354 -12.897 -13.198 
6.06061 -3.249 -5.330 -7.651 -9.789 -10.934 -11.343 -12.186 -12.717 -13.124 
6.26263 -3.033 -5.252 -7.484 -9.715 -10.584 -11.153 -12.185 -12.764 -12.985 
6.46465 -2.759 -4.844 -7.293 -9.316 -10.450 -11.056 -11.968 -12.665 -13.043 
6.66667 -2.463 -4.182 -6.731 -9.100 -10.334 -10.780 -11.972 -12.558 -12.914 
6.86869 -2.135 -4.220 -7.307 -9.021 -9.985 -10.762 -11.767 -12.467 -12.875 
7.07071 -1.896 -3.770 -6.961 -8.936 -9.997 -10.610 -11.653 -12.398 -12.770 
7.27273 -1.641 -3.753 -6.655 -8.568 -9.927 -10.601 -11.484 -12.354 -12.754 
7.47475 -1.309 -3.365 -6.082 -8.461 -9.657 -10.272 -11.373 -12.252 -12.694 
7.67677 -3.239 -2.952 -6.381 -8.369 -9.445 -10.075 -11.318 -12.189 -12.687 
7.87879 -0.820 -3.244 -5.921 -8.216 -9.488 -9.961 -11.177 -12.026 -12.547 
8.08081 -0.537 -2.404 -5.429 -8.012 -9.127 -9.863 -11.067 -11.957 -12.504 
8.28283 -0.244 -2.710 -5.415 -7.998 -8.994 -9.494 -11.113 -11.799 -12.435 
8.48485 0.052 -1.914 -5.153 -7.444 -9.117 -9.520 -10.834 -11.825 -12.419 
8.68687 0.298 -1.880 -5.076 -7.664 -8.870 -9.391 -10.735 -11.743 -12.295 
8.88889 0.545 -1.497 -4.936 -7.202 -8.688 -9.415 -10.693 -11.660 -12.308 
9.09091 0.748 -2.613 -4.357 -7.007 -8.374 -9.209 -10.499 -11.529 -12.191 
9.29293 1.021 -1.034 -4.392 -7.146 -8.305 -9.057 -10.357 -11.368 -12.231 
9.49495 1.367 -1.088 -4.171 -6.878 -8.191 -8.732 -10.270 -11.463 -12.097 
9.69697 1.510 -0.607 -4.159 -6.830 -8.107 -8.793 -10.289 -11.247 -11.938 
9.89899 1.774 -1.008 -3.949 -6.571 -8.212 -8.744 -10.086 -11.234 -11.891 
10.10101 2.066 -0.172 -3.455 -6.469 -7.918 -8.791 -9.946 -11.120 -11.934 
10.30303 2.327 0.088 -3.309 -6.188 -7.760 -8.708 -9.980 -11.108 -11.866 
10.50505 2.400 -0.190 -3.223 -6.011 -7.751 -8.212 -9.792 -11.012 -11.808 
10.70707 2.729 0.353 -3.014 -5.755 -7.611 -8.203 -9.705 -10.856 -11.704 
10.90909 2.909 0.350 -2.571 -5.849 -7.467 -8.003 -9.571 -10.795 -11.704 
11.11111 2.231 0.422 -3.410 -5.711 -7.333 -8.112 -9.466 -10.816 -11.653 
11.31313 3.514 0.289 -3.034 -5.589 -7.365 -8.044 -9.477 -10.802 -11.537 
11.51515 3.277 1.219 -2.345 -5.406 -7.315 -8.013 -9.369 -10.674 -11.459 
11.71717 3.657 0.268 -1.616 -5.286 -7.173 -7.689 -9.217 -10.545 -11.461 
11.91919 3.938 0.960 -1.756 -5.341 -6.898 -7.733 -9.083 -10.536 -11.429 
12.12121 4.385 1.722 -2.287 -4.991 -6.514 -7.549 -9.063 -10.414 -11.407 
