# t[days] u g r i z y J H K
0.20202 60.608 135.034 192.572 nan nan nan nan nan nan 
0.40404 -12.101 -13.062 -13.536 -13.332 -13.154 -14.262 -12.373 -11.808 -10.578 
0.60606 -14.632 -14.307 -14.459 -15.163 -15.360 -15.338 -14.783 -14.612 -13.236 
0.80808 -14.986 -15.065 -15.489 -15.833 -16.233 -16.057 -15.552 -15.468 -14.698 
1.01010 -15.585 -15.464 -15.901 -16.264 -16.539 -16.589 -16.342 -15.583 -15.803 
1.21212 -15.905 -15.897 -16.091 -16.404 -16.673 -16.962 -16.441 -16.162 -15.604 
1.41414 -15.577 -15.750 -15.958 -16.536 -16.800 -16.942 -16.645 -16.190 -15.823 
1.61616 -15.426 -15.657 -16.035 -16.423 -16.805 -16.934 -16.671 -16.292 -15.856 
1.81818 -15.272 -15.680 -16.070 -16.459 -16.758 -16.904 -16.698 -16.300 -15.982 
2.02020 -15.065 -15.395 -15.747 -16.280 -16.722 -16.859 -16.711 -16.378 -15.910 
2.22222 -15.035 -15.544 -15.892 -16.325 -16.716 -16.881 -16.761 -16.384 -16.085 
2.42424 -14.962 -15.382 -15.947 -16.229 -16.637 -16.807 -16.741 -16.425 -16.089 
2.62626 -14.877 -15.382 -15.852 -16.251 -16.652 -16.890 -16.710 -16.426 -16.014 
2.82828 -14.506 -15.086 -15.645 -16.128 -16.588 -16.731 -16.637 -16.440 -16.133 
3.03030 -14.114 -14.914 -15.488 -16.091 -16.521 -16.821 -16.727 -16.319 -16.093 
3.23232 -14.023 -14.777 -15.531 -15.953 -16.436 -16.772 -16.637 -16.366 -16.221 
3.43434 -13.670 -14.637 -15.450 -16.024 -16.391 -16.606 -16.588 -16.393 -16.089 
3.63636 -13.534 -14.591 -15.370 -15.929 -16.362 -16.659 -16.567 -16.525 -16.164 
3.83838 -13.410 -14.518 -15.326 -15.885 -16.342 -16.567 -16.639 -16.413 -16.119 
4.04040 -13.431 -14.432 -15.266 -15.832 -16.357 -16.592 -16.526 -16.390 -16.151 
4.24242 -12.988 -14.263 -15.095 -15.720 -16.174 -16.499 -16.440 -16.409 -16.154 
4.44444 -12.953 -14.068 -14.929 -15.711 -16.189 -16.375 -16.399 -16.267 -16.110 
4.64646 -12.484 -13.981 -14.855 -15.553 -16.043 -16.370 -16.415 -16.308 -16.090 
4.84848 -12.186 -13.813 -14.770 -15.515 -16.021 -16.260 -16.380 -16.276 -16.103 
5.05051 -11.799 -13.426 -14.616 -15.407 -15.937 -16.252 -16.268 -16.261 -16.029 
5.25253 -11.616 -13.456 -14.591 -15.292 -15.815 -16.132 -16.245 -16.204 -16.071 
5.45455 -11.244 -13.308 -14.437 -15.155 -15.745 -16.038 -16.156 -16.212 -16.047 
5.65657 -10.942 -12.985 -14.315 -15.039 -15.667 -15.925 -16.127 -16.097 -15.954 
5.85859 -10.721 -13.007 -14.130 -15.019 -15.539 -15.852 -16.061 -16.092 -16.005 
6.06061 -10.416 -12.691 -13.975 -14.935 -15.495 -15.760 -15.938 -16.008 -16.008 
6.26263 -10.023 -12.477 -13.737 -14.760 -15.310 -15.707 -15.924 -16.033 -15.919 
6.46465 -9.799 -12.334 -13.791 -14.687 -15.378 -15.684 -15.811 -15.920 -15.920 
6.66667 -10.041 -12.061 -13.590 -14.613 -15.237 -15.546 -15.782 -15.859 -15.856 
6.86869 -9.338 -12.049 -13.452 -14.425 -15.091 -15.468 -15.680 -15.854 -15.779 
7.07071 -9.391 -11.771 -13.255 -14.419 -15.061 -15.303 -15.658 -15.757 -15.720 
7.27273 -8.961 -11.513 -13.156 -14.221 -14.858 -15.282 -15.582 -15.721 -15.631 
7.47475 -9.476 -11.401 -13.074 -14.098 -14.833 -15.117 -15.495 -15.686 -15.675 
7.67677 -8.901 -11.332 -12.798 -14.023 -14.780 -15.081 -15.453 -15.637 -15.749 
7.87879 -8.331 -11.163 -12.759 -13.920 -14.687 -15.046 -15.368 -15.593 -15.618 
8.08081 -7.433 -11.088 -12.776 -13.787 -14.478 -14.930 -15.302 -15.461 -15.628 
8.28283 -7.606 -10.762 -12.389 -13.627 -14.453 -14.764 -15.236 -15.421 -15.542 
8.48485 -7.226 -10.729 -12.257 -13.517 -14.286 -14.800 -15.145 -15.397 -15.556 
8.68687 -8.456 -10.198 -12.276 -13.383 -14.223 -14.676 -15.015 -15.336 -15.480 
8.88889 -7.866 -9.968 -12.106 -13.370 -14.200 -14.560 -14.954 -15.342 -15.374 
9.09091 -7.664 -9.964 -11.775 -13.212 -14.131 -14.447 -14.875 -15.264 -15.381 
9.29293 -6.402 -9.691 -11.831 -13.120 -13.927 -14.411 -14.849 -15.201 -15.356 
9.49495 -6.437 -9.696 -11.635 -12.906 -13.919 -14.251 -14.748 -15.118 -15.243 
9.69697 -6.152 -9.289 -11.364 -12.837 -13.781 -14.183 -14.634 -15.018 -15.234 
9.89899 -6.194 -9.079 -11.260 -12.807 -13.707 -14.102 -14.588 -15.028 -15.162 
10.10101 -6.036 -8.847 -11.100 -12.661 -13.517 -13.959 -14.522 -14.918 -15.139 
10.30303 -5.594 -8.567 -10.911 -12.430 -13.360 -13.898 -14.467 -14.906 -15.068 
10.50505 -6.272 -8.674 -10.957 -12.536 -13.317 -13.793 -14.417 -14.799 -15.003 
10.70707 -5.589 -8.324 -10.670 -12.219 -13.339 -13.742 -14.347 -14.799 -14.959 
10.90909 -6.132 -8.303 -10.685 -12.129 -13.162 -13.596 -14.293 -14.680 -14.917 
11.11111 -4.979 -8.104 -10.425 -12.120 -13.077 -13.553 -14.191 -14.716 -14.853 
11.31313 -4.684 -7.906 -10.378 -12.007 -13.011 -13.428 -14.150 -14.640 -14.754 
11.51515 -4.768 -7.737 -10.178 -12.069 -12.932 -13.389 -14.083 -14.535 -14.804 
11.71717 -4.843 -7.551 -9.999 -11.713 -12.804 -13.371 -13.886 -14.437 -14.793 
11.91919 -4.633 -6.897 -10.187 -11.613 -12.717 -13.251 -13.829 -14.382 -14.695 
12.12121 -3.825 -7.072 -9.854 -11.624 -12.622 -13.164 -13.757 -14.386 -14.636 
12.32323 -3.667 -7.216 -9.930 -11.620 -12.496 -13.021 -13.725 -14.275 -14.571 
12.52525 -4.624 -6.832 -9.608 -11.367 -12.448 -13.019 -13.663 -14.207 -14.481 
12.72727 -5.728 -6.552 -9.504 -11.372 -12.306 -12.940 -13.563 -14.160 -14.495 
12.92929 -4.488 -6.576 -9.375 -11.090 -12.168 -12.868 -13.478 -14.135 -14.419 
13.13131 -4.801 -6.430 -9.323 -11.204 -12.126 -12.696 -13.398 -14.055 -14.461 
13.33333 -4.857 -6.389 -9.475 -11.019 -12.079 -12.618 -13.398 -14.041 -14.390 
13.53535 -4.756 -6.007 -9.176 -10.990 -11.979 -12.604 -13.303 -13.985 -14.355 
13.73737 -2.575 -5.969 -8.729 -10.897 -11.990 -12.510 -13.305 -13.903 -14.272 
13.93939 -4.789 -5.902 -8.885 -10.762 -11.791 -12.507 -13.288 -13.885 -14.170 
14.14141 -2.293 -5.694 -8.583 -10.656 -11.717 -12.372 -13.115 -13.855 -14.215 
14.34343 -2.262 -5.432 -8.443 -10.477 -11.665 -12.282 -13.096 -13.765 -14.185 
14.54545 -2.038 -6.005 -8.389 -10.448 -11.606 -12.239 -13.091 -13.716 -14.146 
14.74747 -1.911 -5.234 -8.322 -10.384 -11.520 -12.207 -12.920 -13.651 -14.092 
14.94949 -1.835 -4.778 -8.149 -10.284 -11.500 -12.135 -12.917 -13.629 -14.099 
15.15152 -1.708 -5.282 -8.103 -10.295 -11.561 -12.078 -12.966 -13.570 -13.980 
15.35354 -3.786 -4.666 -8.126 -10.109 -11.487 -12.043 -12.830 -13.541 -13.945 
15.55556 -1.494 -6.149 -8.004 -10.019 -11.438 -11.956 -12.816 -13.506 -13.942 
15.75758 -1.420 -4.948 -7.707 -9.866 -11.141 -11.894 -12.717 -13.470 -13.851 
15.95960 -1.409 -5.065 -7.739 -9.864 -11.148 -11.950 -12.676 -13.381 -13.817 
16.16162 -3.617 -4.487 -7.415 -9.829 -11.130 -11.734 -12.658 -13.378 -13.826 
16.36364 -2.803 -4.685 -7.175 -9.645 -10.952 -11.677 -12.551 -13.349 -13.791 
16.56566 -4.004 -5.031 -7.456 -9.593 -10.969 -11.604 -12.535 -13.278 -13.853 
16.76768 -1.046 -4.820 -7.282 -9.584 -10.941 -11.633 -12.588 -13.206 -13.702 
16.96970 -3.225 -3.476 -7.154 -9.498 -10.821 -11.623 -12.430 -13.232 -13.694 
17.17172 -2.894 -3.806 -7.048 -9.356 -11.026 -11.552 -12.392 -13.143 -13.632 
17.37374 -2.232 -4.289 -7.297 -9.392 -10.771 -11.562 -12.334 -13.104 -13.674 
17.57576 -2.662 -4.232 -7.119 -9.251 -10.711 -11.397 -12.321 -13.109 -13.506 
17.77778 -0.751 -3.646 -6.860 -9.244 -10.637 -11.403 -12.263 -13.085 -13.540 
17.97980 -0.501 -3.298 -6.996 -9.116 -10.545 -11.307 -12.240 -13.011 -13.572 
18.18182 -0.348 -2.925 -6.852 -9.129 -10.546 -11.313 -12.197 -12.968 -13.514 
18.38384 -0.303 -3.948 -6.647 -8.977 -10.417 -11.241 -12.145 -12.909 -13.488 
18.58586 -1.388 -3.656 -6.534 -8.953 -10.359 -11.123 -12.103 -12.916 -13.419 
18.78788 -1.880 -2.641 -6.438 -8.762 -10.268 -11.119 -12.020 -12.817 -13.407 
18.98990 -3.514 -3.841 -6.420 -8.804 -10.263 -11.054 -11.966 -12.835 -13.321 
19.19192 -2.305 -2.586 -6.012 -8.695 -10.145 -10.955 -11.891 -12.720 -13.271 
19.39394 0.407 -2.726 -6.088 -8.731 -10.160 -10.984 -11.903 -12.687 -13.250 
19.59596 -3.240 -3.502 -5.874 -8.468 -10.064 -10.936 -11.783 -12.653 -13.170 
19.79798 -2.184 -3.014 -5.619 -8.442 -9.963 -10.767 -11.800 -12.522 -13.096 
20.00000 -4.897 -3.476 -6.132 -8.425 -9.990 -10.740 -11.737 -12.494 -13.071 
