# t[days] u g r i z y J H K
0.20202 -11.491 -13.040 -12.222 -13.111 -13.475 -11.296 -12.434 -11.917 nan 
0.40404 -14.070 -14.805 -14.840 -14.494 -13.392 -12.928 -12.738 -12.192 -12.622 
0.60606 -14.203 -15.146 -15.180 -14.502 -13.925 -12.587 -13.460 -13.075 -8.827 
0.80808 -14.123 -14.827 -15.016 -14.398 -14.525 -14.414 -13.832 -13.449 -14.742 
1.01010 -13.493 -14.373 -14.490 -14.311 -13.896 -14.610 -14.828 -11.953 -13.706 
1.21212 -12.769 -14.063 -14.526 -14.124 -13.678 -14.112 -13.387 -13.941 nan 
1.41414 -12.864 -14.013 -14.209 -14.449 -13.013 -14.447 -14.423 -14.431 -14.823 
1.61616 -13.749 -14.802 -14.977 -15.234 -15.143 -14.783 -14.832 -15.385 -14.569 
1.81818 -13.953 -15.314 -15.510 -15.452 -15.894 -16.282 -15.864 -15.414 -15.013 
2.02020 -14.031 -15.445 -15.777 -15.893 -16.387 -16.498 -16.222 -16.260 -15.661 
2.22222 -14.095 -15.470 -15.896 -16.176 -16.551 -16.508 -16.291 -16.294 -16.039 
2.42424 -14.063 -15.169 -15.836 -16.149 -16.446 -16.567 -16.472 -16.241 -15.911 
2.62626 -13.803 -15.146 -15.757 -16.147 -16.418 -16.505 -16.453 -16.326 -16.050 
2.82828 -13.811 -14.939 -15.547 -16.001 -16.314 -16.518 -16.335 -16.239 -16.288 
3.03030 -13.845 -14.737 -15.373 -15.952 -16.320 -16.465 -16.384 -16.348 -15.703 
3.23232 -13.677 -14.456 -15.074 -15.683 -16.025 -16.263 -16.156 -16.039 -15.812 
3.43434 -13.496 -14.164 -14.913 -15.415 -16.105 -16.293 -16.084 -15.905 -15.824 
3.63636 -13.437 -14.154 -14.734 -15.470 -15.933 -16.043 -15.949 -16.062 -15.918 
3.83838 -13.211 -13.962 -14.824 -15.473 -15.838 -16.029 -16.018 -15.743 -15.674 
4.04040 -13.438 -13.886 -14.637 -15.247 -15.749 -16.013 -15.799 -15.444 -15.544 
4.24242 -13.055 -13.823 -14.426 -15.146 -15.571 -15.826 -15.714 -15.634 -15.326 
4.44444 -12.816 -13.710 -14.492 -14.857 -15.553 -15.722 -15.633 -15.344 -15.260 
4.64646 -12.587 -13.537 -14.335 -14.987 -15.457 -15.626 -15.532 -15.340 -15.187 
4.84848 -12.850 -13.757 -14.338 -14.925 -15.368 -15.651 -15.455 -15.307 -15.106 
5.05051 -12.569 -13.390 -14.081 -14.638 -15.259 -15.546 -15.364 -15.204 -15.051 
5.25253 -12.210 -13.265 -13.982 -14.691 -15.255 -15.507 -15.384 -15.202 -14.887 
5.45455 -12.066 -13.055 -13.890 -14.647 -15.073 -15.463 -15.371 -14.998 -14.905 
5.65657 -12.081 -13.250 -14.050 -14.608 -15.081 -15.206 -15.020 -15.008 -14.868 
5.85859 -12.061 -12.980 -13.940 -14.572 -14.937 -15.222 -15.192 -14.839 -14.655 
6.06061 -11.614 -12.964 -13.813 -14.464 -14.902 -15.172 -15.029 -14.833 -14.690 
6.26263 -11.116 -12.627 -13.641 -14.295 -14.800 -15.115 -14.942 -14.770 -14.792 
6.46465 -11.070 -12.433 -13.536 -14.166 -14.715 -15.058 -14.953 -14.715 -14.421 
6.66667 -11.005 -12.466 -13.348 -14.091 -14.727 -15.057 -14.824 -14.588 -14.605 
6.86869 -10.996 -12.439 -13.275 -14.057 -14.520 -14.802 -14.716 -14.633 -14.348 
7.07071 -10.337 -12.221 -13.222 -13.998 -14.479 -14.833 -14.681 -14.680 -14.424 
7.27273 -10.188 -12.000 -13.115 -13.797 -14.438 -14.697 -14.730 -14.548 -14.199 
7.47475 -10.282 -11.891 -12.964 -13.691 -14.236 -14.628 -14.657 -14.529 -14.338 
7.67677 -10.392 -11.882 -12.858 -13.698 -14.261 -14.459 -14.573 -14.517 -14.346 
7.87879 -9.638 -11.605 -12.798 -13.618 -14.058 -14.549 -14.548 -14.343 -13.947 
