# t[days] u g r i z y J H K
0.20202 -11.068 -10.671 -11.639 -11.787 -7.944 -6.950 -5.422 -0.817 -6.118 
0.40404 -14.546 -15.164 -15.696 -15.271 -14.592 -14.429 -13.609 -14.060 -9.568 
0.60606 -15.177 -16.205 -16.469 -16.326 -15.436 -14.964 -13.599 -12.894 -13.065 
0.80808 -15.452 -16.479 -16.996 -16.601 -15.950 -15.647 -14.670 -14.412 -13.860 
1.01010 -15.396 -16.693 -17.134 -16.970 -16.121 -15.070 -14.176 -14.157 -13.217 
1.21212 -15.119 -16.690 -17.242 -17.025 -16.281 -15.689 -14.750 -14.043 -13.568 
1.41414 -14.834 -16.548 -17.171 -16.952 -16.367 -15.844 -15.015 -14.718 -13.979 
1.61616 -14.463 -16.406 -17.104 -16.773 -16.139 -15.516 -15.307 -14.736 -14.533 
1.81818 -14.002 -16.166 -16.878 -16.687 -15.985 -15.595 -15.026 -14.643 -13.895 
2.02020 -13.556 -15.865 -16.637 -16.515 -16.016 -15.467 -15.032 -14.512 -14.455 
2.22222 -13.070 -15.565 -16.400 -16.254 -15.738 -15.383 -14.923 -14.824 -14.049 
2.42424 -12.605 -15.245 -16.084 -15.991 -15.619 -15.370 -14.939 -14.722 -14.389 
2.62626 -12.310 -14.905 -15.759 -15.806 -15.522 -15.221 -14.968 -14.693 -14.092 
2.82828 -11.810 -14.623 -15.517 -15.588 -15.373 -15.269 -14.806 -14.543 -14.282 
3.03030 -11.583 -14.214 -15.136 -15.166 -15.163 -15.093 -14.772 -14.555 -14.463 
3.23232 -11.041 -13.911 -14.947 -15.101 -14.921 -14.982 -14.739 -14.507 -14.244 
3.43434 -10.756 -13.633 -14.664 -14.924 -14.926 -14.828 -14.686 -14.496 -14.181 
3.63636 -10.552 -13.382 -14.471 -14.730 -14.778 -14.887 -14.595 -14.399 -14.205 
3.83838 -10.065 -13.161 -14.215 -14.630 -14.655 -14.708 -14.533 -14.405 -14.295 
4.04040 -9.961 -12.874 -14.086 -14.389 -14.465 -14.677 -14.451 -14.297 -14.130 
4.24242 -9.714 -12.669 -13.836 -14.252 -14.464 -14.581 -14.370 -14.221 -14.111 
4.44444 -9.422 -12.455 -13.709 -14.119 -14.332 -14.516 -14.313 -14.240 -14.022 
4.64646 -9.115 -12.250 -13.463 -13.992 -14.146 -14.356 -14.313 -14.136 -13.926 
4.84848 -8.945 -11.997 -13.328 -13.909 -14.152 -14.275 -14.200 -14.100 -13.987 
5.05051 -8.826 -11.805 -13.142 -13.778 -14.080 -14.241 -14.085 -14.085 -14.006 
5.25253 -8.521 -11.562 -12.955 -13.614 -13.980 -14.190 -14.048 -14.062 -13.939 
5.45455 -8.480 -11.538 -12.919 -13.520 -13.888 -14.009 -14.064 -13.982 -13.937 
5.65657 -8.184 -11.247 -12.742 -13.427 -13.754 -13.989 -13.961 -13.963 -13.830 
5.85859 -8.214 -11.141 -12.662 -13.398 -13.694 -13.895 -13.904 -13.841 -13.770 
6.06061 -7.841 -11.089 -12.554 -13.271 -13.660 -13.832 -13.856 -13.810 -13.810 
6.26263 -7.730 -10.812 -12.421 -13.145 -13.574 -13.770 -13.815 -13.847 -13.769 
6.46465 -7.514 -10.717 -12.175 -12.968 -13.490 -13.679 -13.758 -13.725 -13.713 
6.66667 -7.363 -10.463 -12.074 -12.882 -13.453 -13.631 -13.736 -13.749 -13.643 
6.86869 -6.929 -10.208 -11.966 -12.813 -13.365 -13.539 -13.671 -13.659 -13.680 
7.07071 -6.825 -10.069 -11.825 -12.724 -13.188 -13.515 -13.632 -13.616 -13.604 
7.27273 -6.614 -10.028 -11.733 -12.574 -13.068 -13.405 -13.506 -13.539 -13.542 
7.47475 -6.514 -9.832 -11.611 -12.546 -13.064 -13.291 -13.433 -13.507 -13.528 
7.67677 -6.291 -9.505 -11.471 -12.449 -13.007 -13.241 -13.455 -13.468 -13.447 
7.87879 -5.952 -9.397 -11.310 -12.353 -12.894 -13.138 -13.356 -13.445 -13.367 
8.08081 -5.713 -9.221 -11.157 -12.171 -12.848 -13.161 -13.290 -13.360 -13.359 
8.28283 -5.452 -8.990 -11.051 -12.119 -12.775 -13.014 -13.205 -13.297 -13.318 
8.48485 -5.353 -8.842 -10.795 -11.995 -12.664 -12.975 -13.130 -13.236 -13.233 
8.68687 -5.115 -8.756 -10.782 -11.914 -12.525 -12.827 -13.090 -13.181 -13.291 
8.88889 -5.143 -8.827 -10.713 -11.869 -12.502 -12.793 -13.065 -13.186 -13.226 
9.09091 -4.761 -8.396 -10.552 -11.734 -12.376 -12.743 -12.987 -13.114 -13.194 
9.29293 -4.962 -8.308 -10.387 -11.593 -12.308 -12.667 -13.002 -13.068 -13.137 
9.49495 -4.532 -8.220 -10.267 -11.482 -12.274 -12.605 -12.860 -13.034 -13.114 
9.69697 -4.013 -8.091 -10.151 -11.442 -12.171 -12.535 -12.790 -12.942 -13.081 
9.89899 -4.250 -7.682 -9.998 -11.339 -12.175 -12.510 -12.795 -12.949 -13.049 
10.10101 -4.400 -7.630 -9.817 -11.253 -12.050 -12.362 -12.739 -12.910 -13.001 
10.30303 -3.855 -7.546 -9.794 -11.201 -12.004 -12.359 -12.724 -12.916 -12.945 
10.50505 -4.195 -7.487 -9.683 -11.156 -11.947 -12.290 -12.672 -12.846 -12.964 
10.70707 -3.409 -7.164 -9.654 -11.043 -11.803 -12.237 -12.592 -12.811 -12.998 
10.90909 -3.009 -7.031 -9.394 -10.968 -11.846 -12.235 -12.557 -12.800 -12.903 
11.11111 -3.103 -6.971 -9.266 -10.877 -11.753 -12.186 -12.575 -12.812 -12.891 
11.31313 -3.129 -6.902 -9.333 -10.801 -11.678 -12.098 -12.520 -12.746 -12.904 
11.51515 -2.879 -6.293 -9.091 -10.632 -11.598 -12.051 -12.390 -12.633 -12.759 
11.71717 -2.869 -6.486 -9.029 -10.708 -11.557 -12.023 -12.440 -12.699 -12.791 
11.91919 -2.336 -6.414 -9.030 -10.595 -11.506 -11.974 -12.376 -12.659 -12.805 
