# t[days] u g r i z y J H K
0.20202 -11.606 -12.336 -12.972 -12.771 -13.234 -13.036 -12.430 -12.219 -11.819 
0.40404 -13.285 -13.758 -14.151 -14.342 -13.966 -13.685 -13.651 -12.560 -12.533 
0.60606 -13.142 -14.159 -14.520 -14.620 -14.690 -14.523 -14.225 -13.634 -13.162 
0.80808 -12.632 -13.871 -14.510 -14.845 -15.039 -14.934 -14.615 -14.453 -13.798 
1.01010 -12.030 -13.606 -14.319 -14.785 -15.049 -14.919 -14.724 -14.484 -14.145 
1.21212 -11.564 -13.164 -14.177 -14.829 -15.101 -15.016 -14.818 -14.567 -14.321 
1.41414 -10.851 -12.798 -13.838 -14.580 -15.111 -15.131 -14.754 -14.646 -14.455 
1.61616 -10.402 -12.379 -13.575 -14.372 -14.756 -14.907 -14.734 -14.578 -14.241 
1.81818 -10.224 -12.117 -13.335 -14.152 -14.590 -14.716 -14.608 -14.428 -14.216 
2.02020 -9.828 -11.696 -13.035 -14.041 -14.398 -14.509 -14.397 -14.247 -14.211 
2.22222 -9.679 -11.424 -12.879 -13.777 -14.237 -14.398 -14.238 -14.175 -13.932 
2.42424 -9.284 -11.187 -12.611 -13.563 -14.086 -14.134 -14.129 -14.078 -13.927 
2.62626 -9.072 -10.907 -12.351 -13.336 -13.899 -13.893 -13.917 -13.925 -13.862 
2.82828 -8.997 -10.764 -12.174 -13.198 -13.694 -13.800 -13.762 -13.715 -13.742 
3.03030 -8.538 -10.620 -12.022 -12.919 -13.445 -13.589 -13.583 -13.501 -13.493 
3.23232 -8.168 -10.290 -11.926 -12.757 -13.334 -13.427 -13.360 -13.380 -13.319 
3.43434 -7.886 -10.257 -11.674 -12.662 -13.130 -13.244 -13.207 -13.187 -13.217 
3.63636 -7.713 -9.967 -11.500 -12.439 -13.005 -13.066 -13.011 -13.102 -13.070 
3.83838 -7.323 -9.839 -11.334 -12.368 -12.808 -12.898 -12.872 -12.955 -12.877 
4.04040 -7.252 -9.703 -11.242 -12.211 -12.645 -12.797 -12.776 -12.736 -12.798 
4.24242 -6.687 -9.464 -11.112 -12.010 -12.568 -12.641 -12.696 -12.667 -12.679 
4.44444 -6.585 -9.249 -10.872 -11.925 -12.413 -12.542 -12.512 -12.571 -12.480 
4.64646 -6.414 -9.097 -10.813 -11.813 -12.312 -12.407 -12.385 -12.416 -12.439 
4.84848 -6.141 -9.012 -10.696 -11.684 -12.149 -12.255 -12.382 -12.279 -12.330 
5.05051 -5.775 -8.852 -10.600 -11.583 -12.068 -12.218 -12.206 -12.293 -12.289 
5.25253 -5.588 -8.619 -10.431 -11.469 -11.963 -12.070 -12.204 -12.090 -12.242 
5.45455 -5.314 -8.481 -10.268 -11.357 -11.858 -12.007 -12.032 -12.071 -12.149 
5.65657 -5.214 -8.251 -10.150 -11.317 -11.807 -11.918 -12.053 -12.062 -12.093 
5.85859 -4.428 -8.150 -10.041 -11.218 -11.663 -11.893 -11.951 -11.980 -12.002 
6.06061 -4.145 -7.919 -9.944 -11.077 -11.647 -11.794 -11.879 -11.912 -11.949 
6.26263 -4.238 -7.636 -9.850 -10.984 -11.498 -11.755 -11.799 -11.844 -11.854 
6.46465 -4.154 -7.622 -9.656 -10.847 -11.476 -11.665 -11.743 -11.869 -11.753 
6.66667 -3.704 -7.399 -9.584 -10.821 -11.382 -11.583 -11.710 -11.804 -11.832 
6.86869 -2.946 -7.213 -9.427 -10.760 -11.315 -11.509 -11.690 -11.803 -11.791 
7.07071 -3.049 -6.997 -9.361 -10.640 -11.242 -11.470 -11.654 -11.731 -11.716 
7.27273 -2.648 -6.801 -9.214 -10.517 -11.193 -11.381 -11.561 -11.661 -11.669 
7.47475 -2.543 -6.699 -9.123 -10.460 -11.015 -11.270 -11.482 -11.657 -11.576 
7.67677 -2.190 -6.586 -8.992 -10.343 -11.003 -11.172 -11.416 -11.574 -11.495 
7.87879 -2.245 -6.441 -8.865 -10.223 -10.945 -11.197 -11.406 -11.550 -11.547 
8.08081 -1.405 -6.166 -8.714 -10.122 -10.818 -11.096 -11.291 -11.500 -11.493 
8.28283 -1.302 -5.983 -8.570 -10.032 -10.686 -10.920 -11.223 -11.445 -11.557 
8.48485 -1.254 -5.922 -8.457 -9.969 -10.651 -10.886 -11.116 -11.363 -11.383 
8.68687 -0.964 -5.798 -8.439 -9.824 -10.504 -10.805 -11.118 -11.310 -11.357 
8.88889 -0.737 -5.615 -8.241 -9.732 -10.464 -10.684 -11.043 -11.271 -11.386 
9.09091 -0.618 -5.304 -8.137 -9.668 -10.332 -10.578 -10.985 -11.233 -11.346 
9.29293 -0.217 -5.112 -7.957 -9.500 -10.233 -10.459 -10.907 -11.204 -11.225 
9.49495 -0.038 -5.102 -7.805 -9.433 -10.184 -10.404 -10.861 -11.118 -11.206 
9.69697 0.091 -4.770 -7.753 -9.300 -10.067 -10.318 -10.829 -11.085 -11.170 
9.89899 0.533 -4.847 -7.662 -9.242 -9.974 -10.303 -10.724 -11.054 -11.145 
10.10101 0.736 -4.469 -7.486 -9.106 -9.886 -10.186 -10.634 -10.966 -11.077 
10.30303 0.248 -4.201 -7.364 -9.021 -9.814 -10.126 -10.521 -10.927 -11.064 
10.50505 1.383 -4.290 -7.263 -8.880 -9.757 -10.059 -10.466 -10.900 -10.989 
10.70707 1.898 -4.231 -7.231 -8.851 -9.626 -9.961 -10.391 -10.828 -10.980 
10.90909 1.163 -4.070 -7.055 -8.815 -9.486 -9.841 -10.378 -10.794 -11.028 
11.11111 1.739 -4.057 -6.979 -8.634 -9.469 -9.773 -10.323 -10.721 -10.950 
