# t[days] u g r i z y J H K
0.20202 -10.958 -10.744 -12.698 -13.469 -11.513 -8.974 -5.436 -4.519 -2.214 
0.40404 -14.748 -15.032 -15.241 -14.828 -14.508 -14.224 -14.464 -12.092 -12.559 
0.60606 -14.963 -15.892 -16.227 -15.904 -15.343 -15.093 -15.073 -13.138 -13.531 
0.80808 -15.084 -16.124 -16.581 -16.438 -16.073 -15.379 -14.837 -14.967 -14.085 
1.01010 -15.051 -16.432 -16.822 -16.551 -16.027 -15.793 -15.347 -14.667 -14.448 
1.21212 -15.052 -16.428 -16.928 -16.825 -16.348 -16.128 -15.464 -15.077 -15.364 
1.41414 -14.770 -16.385 -16.945 -16.830 -16.566 -16.125 -15.864 -15.559 -14.671 
1.61616 -14.437 -16.155 -16.910 -16.735 -16.446 -16.217 -15.866 -15.566 -15.570 
1.81818 -13.945 -16.105 -16.780 -16.662 -16.518 -16.208 -16.016 -15.790 -15.413 
2.02020 -13.530 -15.797 -16.608 -16.404 -16.329 -16.150 -15.883 -15.785 -15.258 
2.22222 -13.067 -15.535 -16.393 -16.403 -16.202 -15.880 -15.736 -15.493 -15.337 
2.42424 -12.680 -15.300 -16.085 -16.091 -15.918 -15.956 -15.630 -15.396 -15.372 
2.62626 -12.356 -14.905 -15.758 -15.843 -15.716 -15.605 -15.695 -15.603 -15.399 
2.82828 -12.003 -14.607 -15.618 -15.750 -15.603 -15.508 -15.543 -15.479 -15.387 
3.03030 -11.593 -14.234 -15.184 -15.381 -15.390 -15.536 -15.498 -15.314 -15.068 
3.23232 -11.300 -14.014 -15.004 -15.190 -15.134 -15.395 -15.270 -15.237 -15.424 
3.43434 -10.974 -13.650 -14.739 -14.976 -15.240 -15.240 -15.157 -15.181 -15.080 
3.63636 -10.819 -13.286 -14.428 -14.836 -15.074 -15.019 -15.071 -14.998 -14.981 
3.83838 -10.501 -13.118 -14.176 -14.595 -14.856 -14.902 -14.771 -14.897 -14.883 
4.04040 -10.228 -12.853 -13.959 -14.519 -14.683 -14.798 -14.657 -14.701 -14.664 
4.24242 -10.193 -12.796 -13.913 -14.365 -14.602 -14.774 -14.654 -14.842 -14.657 
4.44444 -9.976 -12.483 -13.640 -14.208 -14.397 -14.640 -14.630 -14.672 -14.686 
4.64646 -9.752 -12.419 -13.554 -13.957 -14.386 -14.486 -14.492 -14.522 -14.464 
4.84848 -9.615 -11.986 -13.285 -13.830 -14.357 -14.509 -14.534 -14.482 -14.511 
5.05051 -9.424 -11.935 -13.127 -13.704 -14.023 -14.350 -14.354 -14.375 -14.473 
5.25253 -9.479 -11.737 -12.975 -13.648 -14.031 -14.223 -14.265 -14.257 -14.417 
5.45455 -9.085 -11.685 -12.842 -13.514 -13.955 -14.142 -14.261 -14.230 -14.422 
5.65657 -9.009 -11.412 -12.728 -13.405 -13.880 -14.111 -14.246 -14.141 -14.205 
5.85859 -8.849 -11.256 -12.500 -13.345 -13.761 -14.050 -14.124 -14.260 -14.244 
6.06061 -8.696 -11.155 -12.435 -13.205 -13.706 -14.044 -14.134 -14.229 -14.005 
6.26263 -8.549 -11.082 -12.399 -13.171 -13.670 -13.818 -14.023 -14.113 -14.107 
6.46465 -8.427 -10.711 -12.173 -13.009 -13.533 -13.776 -13.984 -14.050 -14.080 
6.66667 -8.469 -10.733 -12.095 -13.001 -13.488 -13.824 -13.874 -13.967 -14.005 
6.86869 -8.122 -10.476 -12.020 -12.839 -13.390 -13.745 -13.896 -13.931 -13.938 
7.07071 -7.884 -10.460 -11.923 -12.789 -13.361 -13.641 -13.710 -13.936 -13.898 
7.27273 -7.843 -10.318 -11.876 -12.777 -13.389 -13.659 -13.776 -13.869 -14.009 
7.47475 -7.696 -10.121 -11.660 -12.625 -13.147 -13.539 -13.727 -13.783 -13.773 
7.67677 -7.355 -9.917 -11.483 -12.530 -13.114 -13.509 -13.639 -13.795 -13.793 
7.87879 -7.301 -9.811 -11.518 -12.490 -13.134 -13.429 -13.649 -13.688 -13.853 
8.08081 -7.136 -9.819 -11.546 -12.451 -13.015 -13.360 -13.601 -13.644 -13.742 
8.28283 -7.194 -9.694 -11.215 -12.413 -12.951 -13.313 -13.448 -13.605 -13.711 
8.48485 -7.071 -9.383 -11.136 -12.179 -12.959 -13.271 -13.399 -13.623 -13.701 
8.68687 -6.670 -9.273 -10.988 -12.111 -12.817 -13.123 -13.439 -13.620 -13.667 
8.88889 -6.639 -9.228 -10.985 -12.078 -12.732 -13.113 -13.359 -13.508 -13.519 
9.09091 -6.440 -8.996 -10.965 -11.943 -12.694 -13.042 -13.302 -13.444 -13.596 
9.29293 -6.335 -8.883 -10.674 -11.930 -12.686 -12.947 -13.204 -13.383 -13.462 
9.49495 -6.175 -8.877 -10.529 -11.780 -12.571 -12.919 -13.281 -13.325 -13.509 
9.69697 -5.779 -8.635 -10.617 -11.676 -12.513 -12.797 -13.149 -13.320 -13.475 
9.89899 -5.802 -8.515 -10.491 -11.733 -12.418 -12.812 -13.161 -13.230 -13.351 
10.10101 -5.614 -8.584 -10.226 -11.557 -12.355 -12.721 -13.067 -13.282 -13.383 
10.30303 -5.387 -8.240 -10.291 -11.614 -12.257 -12.719 -12.921 -13.243 -13.274 
10.50505 -5.214 -8.035 -10.185 -11.451 -12.236 -12.674 -12.958 -13.177 -13.323 
10.70707 -5.028 -7.882 -9.877 -11.282 -12.153 -12.662 -12.900 -13.092 -13.321 
10.90909 -5.185 -7.913 -9.868 -11.158 -12.176 -12.572 -12.831 -13.065 -13.243 
11.11111 -4.794 -7.712 -9.785 -11.157 -12.101 -12.485 -12.889 -13.064 -13.251 
11.31313 -4.640 -7.715 -9.728 -11.018 -11.909 -12.396 -12.751 -13.029 -13.165 
11.51515 -4.450 -7.594 -9.622 -11.002 -11.896 -12.358 -12.656 -12.977 -13.192 
11.71717 -4.423 -7.343 -9.508 -10.954 -11.779 -12.316 -12.683 -12.916 -12.972 
11.91919 -4.382 -7.232 -9.421 -10.859 -11.703 -12.255 -12.595 -12.823 -13.007 
12.12121 -4.425 -7.054 -9.400 -10.693 -11.669 -12.167 -12.597 -12.838 -12.992 
12.32323 -4.022 -6.770 -9.154 -10.725 -11.735 -12.123 -12.527 -12.785 -12.899 
12.52525 -3.846 -6.910 -9.033 -10.582 -11.541 -12.081 -12.528 -12.770 -12.887 
12.72727 -3.685 -6.395 -8.907 -10.508 -11.455 -12.016 -12.453 -12.765 -12.926 
12.92929 -3.762 -6.730 -8.881 -10.451 -11.384 -11.985 -12.388 -12.679 -12.898 
13.13131 -3.480 -6.412 -8.784 -10.380 -11.461 -11.906 -12.354 -12.685 -12.816 
13.33333 -3.473 -6.364 -8.626 -10.254 -11.300 -11.767 -12.383 -12.672 -12.778 
13.53535 -3.214 -6.229 -8.660 -10.226 -11.273 -11.823 -12.358 -12.598 -12.764 
13.73737 -3.104 -6.354 -8.695 -10.210 -11.247 -11.772 -12.293 -12.603 -12.813 
13.93939 -3.364 -6.307 -8.517 -10.133 -11.216 -11.672 -12.192 -12.617 -12.752 
14.14141 -2.863 -5.938 -8.405 -10.095 -11.198 -11.632 -12.139 -12.538 -12.725 
14.34343 -2.662 -5.477 -8.256 -10.065 -11.155 -11.661 -12.173 -12.458 -12.695 
14.54545 -2.554 -6.027 -8.096 -9.904 -10.968 -11.586 -12.190 -12.506 -12.638 
14.74747 -2.336 -6.190 -8.139 -9.946 -10.965 -11.568 -12.120 -12.488 -12.653 
14.94949 -2.299 -5.468 -8.099 -9.809 -10.927 -11.479 -12.108 -12.389 -12.627 
15.15152 -2.214 -5.215 -7.909 -9.742 -10.876 -11.476 -11.990 -12.445 -12.595 
15.35354 -1.934 -4.752 -7.769 -9.640 -10.843 -11.424 -11.981 -12.390 -12.651 
15.55556 -1.936 -5.202 -7.678 -9.579 -10.774 -11.347 -11.966 -12.396 -12.587 
15.75758 -1.772 -5.138 -7.658 -9.538 -10.725 -11.406 -11.933 -12.394 -12.556 
15.95960 -1.587 -4.782 -7.521 -9.515 -10.622 -11.305 -11.885 -12.382 -12.497 
16.16162 -1.481 -4.998 -7.507 -9.425 -10.600 -11.292 -11.910 -12.310 -12.535 
16.36364 -1.552 -4.951 -7.375 -9.327 -10.582 -11.206 -11.855 -12.265 -12.530 
16.56566 -1.280 -4.525 -7.313 -9.220 -10.472 -11.135 -11.845 -12.285 -12.503 
16.76768 -1.217 -4.465 -7.074 -9.222 -10.552 -11.251 -11.812 -12.269 -12.487 
16.96970 -1.096 -4.158 -7.166 -9.165 -10.480 -11.064 -11.801 -12.241 -12.481 
17.17172 -1.049 -4.037 -6.985 -9.123 -10.362 -11.135 -11.799 -12.240 -12.473 
17.37374 -0.956 -4.149 -6.848 -9.057 -10.330 -10.974 -11.758 -12.196 -12.479 
17.57576 -0.893 -4.316 -6.766 -8.890 -10.343 -10.989 -11.749 -12.142 -12.461 
17.77778 -0.803 -4.095 -6.848 -8.924 -10.221 -10.984 -11.705 -12.122 -12.528 
17.97980 -0.745 -4.193 -6.709 -8.926 -10.201 -10.910 -11.679 -12.193 -12.395 
18.18182 -0.673 -3.410 -6.644 -8.811 -10.153 -10.939 -11.637 -12.082 -12.319 
