# t[days] u g r i z y J H K
0.20202 -12.179 -12.630 -12.763 -13.809 -12.910 -11.632 -10.316 -12.809 nan 
0.40404 -14.887 -15.290 -15.683 -15.523 -15.006 -14.080 -12.139 -12.372 -12.230 
0.60606 -15.297 -16.215 -16.439 -16.082 -15.188 -14.123 -13.531 -13.117 0.555 
0.80808 -15.333 -16.461 -16.803 -16.275 -15.487 -14.803 -13.797 -12.228 -12.732 
1.01010 -15.175 -16.658 -16.958 -16.268 -15.539 -15.257 -14.095 -13.444 -12.898 
1.21212 -15.098 -16.619 -16.927 -16.516 -15.643 -15.093 -14.556 -13.850 -14.254 
1.41414 -14.814 -16.456 -16.896 -16.387 -15.856 -15.463 -14.742 -14.622 -13.722 
1.61616 -14.365 -16.300 -16.728 -16.445 -15.877 -15.647 -14.989 -14.437 -13.871 
1.81818 -13.838 -16.030 -16.581 -16.258 -15.751 -15.613 -15.095 -14.713 -14.677 
2.02020 -13.319 -15.683 -16.188 -15.996 -15.775 -15.552 -15.205 -14.849 -14.366 
2.22222 -12.994 -15.346 -15.992 -15.851 -15.587 -15.410 -15.237 -14.800 -14.475 
2.42424 -12.416 -14.969 -15.634 -15.576 -15.509 -15.497 -15.054 -14.726 -14.404 
2.62626 -12.109 -14.602 -15.374 -15.337 -15.302 -15.276 -14.923 -14.757 -14.301 
2.82828 -11.769 -14.231 -15.035 -15.172 -15.145 -15.162 -14.932 -14.540 -14.345 
3.03030 -11.418 -14.019 -14.799 -15.044 -15.038 -15.120 -14.887 -14.729 -14.524 
3.23232 -11.076 -13.571 -14.452 -14.736 -14.887 -14.980 -14.781 -14.628 -14.392 
3.43434 -10.879 -13.351 -14.289 -14.632 -14.822 -14.946 -14.703 -14.460 -14.255 
3.63636 -10.610 -13.219 -14.149 -14.506 -14.718 -14.867 -14.637 -14.466 -14.266 
3.83838 -10.517 -12.991 -13.991 -14.375 -14.650 -14.700 -14.572 -14.414 -14.149 
4.04040 -10.205 -12.696 -13.756 -14.169 -14.506 -14.555 -14.548 -14.276 -14.098 
4.24242 -10.003 -12.583 -13.616 -14.042 -14.460 -14.540 -14.449 -14.256 -14.068 
4.44444 -9.922 -12.309 -13.439 -13.968 -14.328 -14.478 -14.298 -14.094 -14.201 
4.64646 -9.585 -12.226 -13.294 -13.865 -14.186 -14.439 -14.233 -14.047 -13.844 
4.84848 -9.722 -12.113 -13.223 -13.710 -14.011 -14.325 -14.286 -14.061 -13.860 
5.05051 -9.256 -11.858 -13.078 -13.657 -14.045 -14.191 -14.167 -13.994 -13.771 
